E_true,E_pred_direct_energy,Error_direct_energy,|Error_direct_energy|,E_pred_scaled_ratio,Error_scaled_ratio,|Error_scaled_ratio|,E_pred_log_scaled_ratio,Error_log_scaled_ratio,|Error_log_scaled_ratio|
101.87522,103.453285,1.578064,1.578064,102.9051,1.0298767,1.0298767,102.87488,0.9996567,0.9996567
229.05077,231.69283,2.6420593,2.6420593,231.222,2.1712341,2.1712341,231.0383,1.9875336,1.9875336
256.5121,260.3399,3.8278198,3.8278198,259.86615,3.354065,3.354065,259.8081,3.2960205,3.2960205
204.97249,201.17322,-3.7992706,3.7992706,206.90695,1.9344635,1.9344635,206.77171,1.7992249,1.7992249
334.51025,334.2114,-0.29885864,0.29885864,337.70883,3.198578,3.198578,337.37158,2.8613281,2.8613281
285.6062,284.56454,-1.0416565,1.0416565,288.54623,2.940033,2.940033,288.4451,2.8388977,2.8388977
133.13025,130.34749,-2.7827606,2.7827606,134.67976,1.5495148,1.5495148,134.63219,1.5019379,1.5019379
104.17893,102.516045,-1.6628876,1.6628876,105.22236,1.0434265,1.0434265,105.06859,0.88965607,0.88965607
89.027275,90.47299,1.4457169,1.4457169,89.994865,0.96759033,0.96759033,89.938705,0.91143036,0.91143036
60.94519,57.289127,-3.656063,3.656063,61.555904,0.61071396,0.61071396,61.483994,0.5388031,0.5388031
153.67955,158.01709,4.3375397,4.3375397,155.17175,1.4922028,1.4922028,155.077,1.3974457,1.3974457
97.59741,95.57626,-2.0211487,2.0211487,98.55564,0.95822906,0.95822906,98.462296,0.8648834,0.8648834
40.63064,38.834904,-1.7957344,1.7957344,41.26045,0.62981033,0.62981033,41.26434,0.6337013,0.6337013
17.170164,18.168844,0.9986801,0.9986801,17.595392,0.42522812,0.42522812,17.534927,0.36476326,0.36476326
174.97464,169.96828,-5.006363,5.006363,176.62108,1.6464386,1.6464386,176.5163,1.5416565,1.5416565
298.00998,296.674,-1.335968,1.335968,301.83218,3.8222046,3.8222046,301.94345,3.9334717,3.9334717
107.426796,105.317055,-2.1097412,2.1097412,108.46979,1.0429916,1.0429916,108.34752,0.92072296,0.92072296
30.254251,29.243217,-1.011034,1.011034,30.699373,0.44512177,0.44512177,30.682432,0.4281807,0.4281807
160.49956,165.97575,5.4761963,5.4761963,161.99425,1.49469,1.49469,161.87534,1.3757782,1.3757782
43.56323,45.938164,2.3749352,2.3749352,44.06097,0.4977417,0.4977417,44.01905,0.455822,0.455822
278.74927,267.01584,-11.733429,11.733429,282.0004,3.2511292,3.2511292,281.80008,3.0508118,3.0508118
185.39064,183.4588,-1.931839,1.931839,187.38283,1.9921875,1.9921875,187.34558,1.9549408,1.9549408
192.34413,193.69658,1.3524475,1.3524475,194.12701,1.7828827,1.7828827,193.95573,1.6116028,1.6116028
327.373,330.56937,3.1963806,3.1963806,330.28854,2.9155579,2.9155579,330.09137,2.7183838,2.7183838
176.29684,180.00713,3.7102814,3.7102814,177.92921,1.63237,1.63237,177.75537,1.4585266,1.4585266
299.65643,296.9048,-2.751648,2.751648,304.7115,5.0550537,5.0550537,305.0756,5.419159,5.419159
175.33351,174.42143,-0.91207886,0.91207886,177.01035,1.6768341,1.6768341,176.89777,1.5642548,1.5642548
133.68939,133.23375,-0.4556427,0.4556427,135.05911,1.3697205,1.3697205,135.02846,1.3390656,1.3390656
168.97443,166.21284,-2.7615814,2.7615814,170.7446,1.7701721,1.7701721,170.65941,1.6849823,1.6849823
236.39034,233.51453,-2.8758087,2.8758087,238.67345,2.2831116,2.2831116,238.55597,2.1656342,2.1656342
41.030533,42.109436,1.0789032,1.0789032,41.557,0.52646637,0.52646637,41.489906,0.45937347,0.45937347
230.14084,230.31,0.16915894,0.16915894,232.42,2.2791595,2.2791595,232.27956,2.1387177,2.1387177
68.70572,69.6659,0.9601822,0.9601822,69.61376,0.9080429,0.9080429,69.67741,0.9716873,0.9716873
18.80853,17.752659,-1.055872,1.055872,19.235788,0.42725754,0.42725754,19.222015,0.41348457,0.41348457
138.49158,137.35123,-1.1403503,1.1403503,139.82422,1.3326416,1.3326416,139.59375,1.1021729,1.1021729
236.49913,232.92235,-3.5767822,3.5767822,239.93932,3.4401855,3.4401855,240.12885,3.629715,3.629715
28.950085,30.174217,1.2241325,1.2241325,29.352182,0.4020977,0.4020977,29.409773,0.4596882,0.4596882
60.167534,60.21646,0.048927307,0.048927307,60.88255,0.7150154,0.7150154,60.782333,0.6147995,0.6147995
320.99936,324.12332,3.1239624,3.1239624,324.36685,3.3674927,3.3674927,324.1244,3.1250305,3.1250305
159.40059,162.7697,3.36911,3.36911,161.15858,1.7579956,1.7579956,161.13559,1.7350006,1.7350006
343.2421,340.52628,-2.7158203,2.7158203,346.86984,3.6277466,3.6277466,346.57196,3.3298645,3.3298645
89.1689,88.83219,-0.33670807,0.33670807,90.373795,1.204895,1.204895,90.53959,1.3706894,1.3706894
171.20139,169.28648,-1.9149017,1.9149017,172.8664,1.6650085,1.6650085,172.72636,1.5249786,1.5249786
107.00758,97.69019,-9.31739,9.31739,108.12125,1.1136627,1.1136627,107.85017,0.8425827,0.8425827
216.16081,218.76553,2.604721,2.604721,219.5783,3.4174805,3.4174805,219.58012,3.4193115,3.4193115
68.39223,67.58434,-0.8078842,0.8078842,69.25753,0.86530304,0.86530304,69.20396,0.81172943,0.81172943
288.44772,292.53937,4.0916443,4.0916443,291.1037,2.6559753,2.6559753,290.9849,2.5371704,2.5371704
24.582685,21.758804,-2.8238811,2.8238811,24.986631,0.40394592,0.40394592,25.006487,0.42380142,0.42380142
334.43735,333.06683,-1.3705139,1.3705139,337.49622,3.0588684,3.0588684,337.13394,2.6965942,2.6965942
57.33801,59.591232,2.2532234,2.2532234,57.95751,0.619503,0.619503,57.97628,0.63827133,0.63827133
80.04723,81.69859,1.6513596,1.6513596,80.87055,0.8233185,0.8233185,80.72539,0.678154,0.678154
187.87354,187.34302,-0.5305176,0.5305176,189.70944,1.835907,1.835907,189.65413,1.7805939,1.7805939
80.594124,77.047,-3.5471268,3.5471268,81.40883,0.8147049,0.8147049,81.28642,0.6922989,0.6922989
172.11807,171.90668,-0.21139526,0.21139526,173.73013,1.6120605,1.6120605,173.63423,1.516159,1.516159
187.93864,187.81812,-0.120529175,0.120529175,190.015,2.076355,2.076355,189.82726,1.8886108,1.8886108
166.88911,165.12053,-1.7685852,1.7685852,168.37135,1.4822388,1.4822388,168.23615,1.3470306,1.3470306
241.49614,241.6728,0.17666626,0.17666626,243.82497,2.328827,2.328827,243.70152,2.2053833,2.2053833
118.07329,119.46746,1.3941727,1.3941727,119.233795,1.1605072,1.1605072,119.09466,1.0213699,1.0213699
152.31403,149.187,-3.1270294,3.1270294,153.77814,1.4641113,1.4641113,153.76021,1.4461823,1.4461823
207.24611,207.87195,0.62583923,0.62583923,209.1207,1.874588,1.874588,208.91048,1.6643677,1.6643677
290.17722,285.7313,-4.445923,4.445923,293.12302,2.9458008,2.9458008,293.0211,2.843872,2.843872
146.27542,147.92882,1.6533966,1.6533966,147.59961,1.3241882,1.3241882,147.49551,1.2200928,1.2200928
101.79593,99.37482,-2.421112,2.421112,103.048965,1.2530365,1.2530365,103.1501,1.3541718,1.3541718
142.54913,144.36153,1.8123932,1.8123932,144.53482,1.9856873,1.9856873,144.49644,1.9473114,1.9473114
88.94413,90.77978,1.8356476,1.8356476,89.86413,0.91999817,0.91999817,89.87254,0.9284134,0.9284134
269.90646,271.24005,1.3335876,1.3335876,272.4078,2.5013428,2.5013428,272.1547,2.24823,2.24823
188.84253,191.92906,3.0865326,3.0865326,190.55663,1.7140961,1.7140961,190.3994,1.5568695,1.5568695
74.43893,73.14485,-1.294075,1.294075,75.27665,0.8377228,0.8377228,75.21477,0.77584076,0.77584076
195.50122,195.98729,0.48606873,0.48606873,197.49913,1.9979095,1.9979095,197.39233,1.8911133,1.8911133
66.303276,66.13156,-0.17171478,0.17171478,66.98323,0.6799545,0.6799545,66.962845,0.6595688,0.6595688
62.755825,60.73921,-2.0166168,2.0166168,63.436462,0.68063736,0.68063736,63.43469,0.6788635,0.6788635
266.80975,264.47397,-2.335785,2.335785,269.37866,2.5689087,2.5689087,269.34433,2.5345764,2.5345764
214.21991,213.16336,-1.0565491,1.0565491,216.79903,2.5791168,2.5791168,216.68924,2.4693298,2.4693298
67.26518,69.33399,2.0688095,2.0688095,67.94997,0.68478394,0.68478394,67.841064,0.57588196,0.57588196
115.35233,112.40909,-2.943245,2.943245,116.55668,1.2043457,1.2043457,116.47558,1.1232452,1.1232452
194.00456,191.05446,-2.9501038,2.9501038,196.80093,2.7963715,2.7963715,196.69319,2.6886292,2.6886292
169.96832,168.06175,-1.9065704,1.9065704,171.61992,1.6515961,1.6515961,171.50076,1.5324402,1.5324402
168.26572,169.35928,1.0935669,1.0935669,170.03944,1.7737274,1.7737274,169.87296,1.6072388,1.6072388
170.18576,161.78194,-8.403824,8.403824,173.3057,3.119934,3.119934,173.58887,3.4031067,3.4031067
61.36132,61.229103,-0.1322174,0.1322174,62.13597,0.7746506,0.7746506,62.153576,0.7922554,0.7922554
98.25288,96.670876,-1.5820007,1.5820007,99.822914,1.5700378,1.5700378,99.92635,1.6734772,1.6734772
284.04105,284.14807,0.10702515,0.10702515,287.03952,2.9984741,2.9984741,286.9707,2.929657,2.929657
162.92775,163.67282,0.7450714,0.7450714,165.80255,2.8748016,2.8748016,165.87236,2.9446106,2.9446106
337.31183,332.67426,-4.6375732,4.6375732,341.06766,3.7558289,3.7558289,340.88672,3.5748901,3.5748901
79.73048,80.701195,0.9707184,0.9707184,80.55599,0.82551575,0.82551575,80.41612,0.68564606,0.68564606
335.97803,341.14056,5.1625366,5.1625366,339.30667,3.3286438,3.3286438,338.76596,2.7879333,2.7879333
20.54639,21.084251,0.5378609,0.5378609,20.902237,0.3558464,0.3558464,20.871675,0.32528496,0.32528496
98.65726,97.9112,-0.7460556,0.7460556,99.77179,1.1145325,1.1145325,99.76908,1.111824,1.111824
45.449203,46.475967,1.0267639,1.0267639,46.040234,0.5910301,0.5910301,46.0693,0.6200981,0.6200981
171.70862,172.41226,0.7036438,0.7036438,173.35936,1.6507416,1.6507416,173.31848,1.6098633,1.6098633
86.27478,85.07571,-1.1990738,1.1990738,87.15204,0.8772583,0.8772583,87.14051,0.8657303,0.8657303
300.30142,299.32547,-0.97595215,0.97595215,306.1818,5.880371,5.880371,306.61874,6.317322,6.317322
141.23247,144.52498,3.292511,3.292511,142.66412,1.4316559,1.4316559,142.58273,1.3502655,1.3502655
292.81015,296.58063,3.7704773,3.7704773,295.9666,3.1564636,3.1564636,296.0074,3.197235,3.197235
181.21913,184.12195,2.9028168,2.9028168,182.9979,1.7787628,1.7787628,182.87288,1.6537476,1.6537476
134.57603,138.04948,3.4734497,3.4734497,135.90959,1.3335571,1.3335571,135.85675,1.280716,1.280716
66.52533,64.40681,-2.1185226,2.1185226,67.38964,0.8643112,0.8643112,67.39576,0.87043,0.87043
23.858063,24.275133,0.4170704,0.4170704,24.284437,0.42637444,0.42637444,24.346184,0.48812103,0.48812103
281.88788,285.67502,3.78714,3.78714,284.77856,2.890686,2.890686,284.63486,2.7469788,2.7469788
276.05936,274.65848,-1.4008789,1.4008789,280.5156,4.456238,4.456238,280.52753,4.46817,4.46817
41.25099,41.67225,0.42125702,0.42125702,41.95718,0.7061882,0.7061882,41.980965,0.72997284,0.72997284
47.542786,51.97809,4.4353027,4.4353027,48.048943,0.5061569,0.5061569,48.000328,0.45754242,0.45754242
121.00269,121.4003,0.3976059,0.3976059,123.70502,2.702324,2.702324,124.035995,3.0333023,3.0333023
269.68753,276.75134,7.0638123,7.0638123,273.08878,3.401245,3.401245,272.99222,3.3046875,3.3046875
232.05026,229.48224,-2.5680237,2.5680237,234.189,2.138733,2.138733,234.06874,2.0184784,2.0184784
166.93741,170.82301,3.8856049,3.8856049,169.01508,2.0776672,2.0776672,169.06943,2.132019,2.132019
291.85382,297.92303,6.069214,6.069214,295.22076,3.3669434,3.3669434,295.2616,3.4077759,3.4077759
300.50302,304.8831,4.380066,4.380066,303.5062,3.0031738,3.0031738,303.43503,2.9320068,2.9320068
91.04682,92.20795,1.1611252,1.1611252,92.00352,0.95669556,0.95669556,91.91943,0.872612,0.872612
196.0637,191.03833,-5.0253754,5.0253754,198.28313,2.2194214,2.2194214,198.16902,2.1053162,2.1053162
42.28592,44.26825,1.9823303,1.9823303,42.841167,0.55524826,0.55524826,42.870037,0.5841179,0.5841179
170.04128,169.67552,-0.36575317,0.36575317,172.2643,2.2230225,2.2230225,172.11945,2.0781708,2.0781708
29.064367,31.444887,2.3805199,2.3805199,29.549706,0.4853382,0.4853382,29.510113,0.44574547,0.44574547
84.805626,89.22747,4.4218445,4.4218445,85.76173,0.95610046,0.95610046,85.7165,0.9108734,0.9108734
166.68706,171.19774,4.510681,4.510681,168.18677,1.4997101,1.4997101,168.06215,1.3750916,1.3750916
67.13718,68.21392,1.0767441,1.0767441,67.90986,0.7726822,0.7726822,67.85559,0.7184143,0.7184143
273.95728,272.8661,-1.0911865,1.0911865,277.1802,3.222931,3.222931,277.13147,3.1741943,3.1741943
74.20187,76.87186,2.669983,2.669983,75.094604,0.8927307,0.8927307,75.117,0.915123,0.915123
144.89668,144.09062,-0.8060608,0.8060608,146.34026,1.443573,1.443573,146.31325,1.416565,1.416565
202.30247,208.9025,6.6000214,6.6000214,204.59508,2.2926025,2.2926025,204.4825,2.1800232,2.1800232
287.1845,290.96307,3.7785645,3.7785645,290.3224,3.1378784,3.1378784,290.34207,3.1575623,3.1575623
43.75678,42.656315,-1.1004639,1.1004639,44.32,0.563221,0.563221,44.234657,0.47787857,0.47787857
255.11333,250.70901,-4.404312,4.404312,257.91885,2.8055267,2.8055267,257.77875,2.6654205,2.6654205
24.049795,24.192842,0.14304733,0.14304733,24.45019,0.40039444,0.40039444,24.390282,0.34048653,0.34048653
94.872185,96.628044,1.7558594,1.7558594,95.86037,0.98818207,0.98818207,95.77487,0.9026871,0.9026871
219.829,226.62927,6.8002777,6.8002777,223.77724,3.9482422,3.9482422,223.88809,4.0590973,4.0590973
87.83234,87.62927,-0.20306396,0.20306396,88.87767,1.0453339,1.0453339,88.798546,0.9662094,0.9662094
77.72896,77.69117,-0.03778839,0.03778839,78.50862,0.7796631,0.7796631,78.38581,0.6568527,0.6568527
17.782667,19.723646,1.940979,1.940979,18.146196,0.3635292,0.3635292,18.16012,0.37745285,0.37745285
58.519524,57.003784,-1.5157394,1.5157394,59.185444,0.66592026,0.66592026,59.111065,0.5915413,0.5915413
34.288383,34.251194,-0.037189484,0.037189484,34.977654,0.68927,0.68927,34.955788,0.6674042,0.6674042
330.46857,333.43597,2.9674072,2.9674072,333.69543,3.2268677,3.2268677,333.51978,3.0512085,3.0512085
48.21211,48.459587,0.24747849,0.24747849,48.9415,0.729393,0.729393,49.054703,0.84259415,0.84259415
63.669456,64.7116,1.0421448,1.0421448,64.49748,0.8280258,0.8280258,64.58668,0.91722107,0.91722107
198.34262,195.17323,-3.1693878,3.1693878,200.23875,1.8961334,1.8961334,200.11269,1.7700653,1.7700653
219.65604,217.66214,-1.9938965,1.9938965,221.96199,2.305954,2.305954,221.92026,2.2642212,2.2642212
247.98538,243.41473,-4.570648,4.570648,250.63214,2.646759,2.646759,250.61925,2.6338654,2.6338654
82.51684,78.62393,-3.8929062,3.8929062,83.35108,0.8342438,0.8342438,83.19861,0.6817703,0.6817703
61.654198,59.11383,-2.5403671,2.5403671,62.41728,0.7630806,0.7630806,62.418335,0.76413727,0.76413727
216.46902,219.48328,3.0142517,3.0142517,218.44249,1.973465,1.973465,218.28003,1.8110046,1.8110046
172.26074,172.4747,0.21395874,0.21395874,176.32582,4.0650787,4.0650787,176.39967,4.1389313,4.1389313
258.53107,254.20514,-4.3259277,4.3259277,262.44516,3.914093,3.914093,262.69803,4.1669617,4.1669617
307.3024,300.1964,-7.1059875,7.1059875,309.89185,2.589447,2.589447,309.72495,2.4225464,2.4225464
72.67538,72.86693,0.19155121,0.19155121,73.69093,1.0155563,1.0155563,73.67531,0.99993134,0.99993134
87.987305,89.17274,1.1854324,1.1854324,88.85686,0.8695526,0.8695526,88.6905,0.70319366,0.70319366
188.62648,185.61623,-3.010254,3.010254,190.47609,1.8496094,1.8496094,190.3377,1.7112274,1.7112274
36.863976,34.421623,-2.4423523,2.4423523,37.3228,0.45882416,0.45882416,37.343918,0.47994232,0.47994232
24.38281,25.357656,0.9748459,0.9748459,26.393797,2.0109863,2.0109863,27.03145,2.6486397,2.6486397
134.63023,126.95447,-7.675766,7.675766,136.07382,1.4435883,1.4435883,136.0258,1.3955688,1.3955688
239.32732,239.09221,-0.23510742,0.23510742,241.52037,2.1930542,2.1930542,241.28374,1.9564209,1.9564209
26.965431,27.925611,0.9601803,0.9601803,27.409796,0.44436455,0.44436455,27.397148,0.43171692,0.43171692
186.53636,187.80682,1.270462,1.270462,188.26376,1.7274017,1.7274017,188.13724,1.6008759,1.6008759
347.72684,345.73016,-1.9966736,1.9966736,351.91983,4.192993,4.192993,352.00513,4.27829,4.27829
10.128663,11.688206,1.5595427,1.5595427,10.358577,0.22991371,0.22991371,10.624451,0.49578762,0.49578762
68.82034,66.76675,-2.0535965,2.0535965,69.70413,0.88378906,0.88378906,69.69843,0.8780899,0.8780899
152.86563,153.36794,0.5023041,0.5023041,154.80159,1.9359589,1.9359589,154.88995,2.0243225,2.0243225
206.8909,207.2074,0.3164978,0.3164978,208.87878,1.9878845,1.9878845,208.73671,1.8458099,1.8458099
86.714836,89.40862,2.6937866,2.6937866,87.96076,1.2459259,1.2459259,87.99369,1.2788544,1.2788544
300.29086,297.42065,-2.8702087,2.8702087,303.93414,3.64328,3.64328,304.01874,3.7278748,3.7278748
51.830036,51.02037,-0.8096657,0.8096657,52.40709,0.57705307,0.57705307,52.375755,0.54571915,0.54571915
174.20323,174.6802,0.4769745,0.4769745,176.79858,2.5953522,2.5953522,176.78128,2.5780487,2.5780487
118.40921,117.31686,-1.0923538,1.0923538,119.68409,1.2748795,1.2748795,119.721466,1.3122559,1.3122559
19.274256,19.877485,0.6032295,0.6032295,19.715145,0.44088936,0.44088936,19.714466,0.44021034,0.44021034
22.777493,23.435587,0.6580944,0.6580944,23.132465,0.35497284,0.35497284,23.071423,0.29393005,0.29393005
83.32813,83.197914,-0.1302185,0.1302185,84.479,1.1508636,1.1508636,84.40884,1.0807037,1.0807037
218.70213,219.3663,0.6641693,0.6641693,220.66699,1.964859,1.964859,220.40396,1.701828,1.701828
82.63671,78.117,-4.5197144,4.5197144,83.809975,1.1732635,1.1732635,83.88021,1.2434998,1.2434998
225.7456,228.70288,2.9572754,2.9572754,228.15779,2.4121857,2.4121857,228.12099,2.3753815,2.3753815
30.686117,31.858492,1.1723747,1.1723747,31.127697,0.44157982,0.44157982,31.131721,0.44560432,0.44560432
257.92178,256.04373,-1.8780518,1.8780518,260.681,2.7592163,2.7592163,260.5213,2.5995178,2.5995178
127.90909,123.21099,-4.698097,4.698097,129.12985,1.2207642,1.2207642,129.0234,1.1143188,1.1143188
100.73419,101.190956,0.45676422,0.45676422,101.80618,1.071991,1.071991,101.81997,1.0857773,1.0857773
343.46094,344.01257,0.55163574,0.55163574,346.50726,3.0463257,3.0463257,345.27835,1.8174133,1.8174133
96.355736,96.89737,0.5416336,0.5416336,97.45958,1.1038437,1.1038437,97.503624,1.1478882,1.1478882
340.74942,339.1287,-1.6207275,1.6207275,344.7292,3.9797668,3.9797668,344.54092,3.791504,3.791504
98.28798,96.51565,-1.7723312,1.7723312,99.27443,0.9864502,0.9864502,99.17286,0.88488007,0.88488007
290.96643,291.3606,0.39416504,0.39416504,294.6016,3.6351624,3.6351624,294.4632,3.4967651,3.4967651
187.83331,181.15437,-6.67894,6.67894,189.52353,1.6902161,1.6902161,189.38486,1.5515442,1.5515442
122.460945,124.551025,2.0900803,2.0900803,124.00221,1.5412674,1.5412674,123.91753,1.4565811,1.4565811
261.1137,261.5476,0.43389893,0.43389893,263.71542,2.601715,2.601715,263.58682,2.473114,2.473114
51.154343,52.46088,1.3065376,1.3065376,51.7475,0.5931587,0.5931587,51.78821,0.6338692,0.6338692
268.3323,265.14014,-3.1921692,3.1921692,272.23694,3.9046326,3.9046326,272.15222,3.8199158,3.8199158
210.18759,205.58748,-4.600113,4.600113,212.61522,2.4276276,2.4276276,212.57846,2.3908691,2.3908691
335.91458,338.03943,2.1248474,2.1248474,339.6948,3.7802124,3.7802124,339.36694,3.452362,3.452362
274.12244,269.8979,-4.2245483,4.2245483,277.9227,3.8002625,3.8002625,277.85098,3.7285461,3.7285461
133.95125,134.99068,1.0394287,1.0394287,135.2585,1.307251,1.307251,135.17633,1.2250824,1.2250824
