E_true,E_pred_direct_energy,Error_direct_energy,|Error_direct_energy|,E_pred_scaled_ratio,Error_scaled_ratio,|Error_scaled_ratio|,E_pred_log_scaled_ratio,Error_log_scaled_ratio,|Error_log_scaled_ratio|
211.84802,204.90587,-6.942154,6.942154,214.61493,2.7669067,2.7669067,214.96803,3.1200104,3.1200104
318.8542,322.3518,3.4976196,3.4976196,322.81256,3.958374,3.958374,322.23993,3.3857422,3.3857422
152.86565,154.59038,1.7247314,1.7247314,155.6559,2.7902527,2.7902527,155.63474,2.7690887,2.7690887
64.58167,68.80506,4.2233887,4.2233887,66.56391,1.9822388,1.9822388,67.29604,2.7143707,2.7143707
136.28064,139.95479,3.6741486,3.6741486,138.50195,2.2213135,2.2213135,138.87885,2.5982056,2.5982056
71.944885,72.26013,0.31524658,0.31524658,72.65401,0.7091217,0.7091217,72.59316,0.6482773,0.6482773
308.52017,304.29117,-4.229004,4.229004,311.52795,3.007782,3.007782,311.62082,3.100647,3.100647
197.62387,200.5108,2.8869324,2.8869324,199.50865,1.8847809,1.8847809,199.66028,2.0364075,2.0364075
65.53113,64.01758,-1.5135498,1.5135498,66.320206,0.78907776,0.78907776,66.552475,1.021347,1.021347
321.35214,325.4001,4.047943,4.047943,327.0937,5.7415466,5.7415466,327.50858,6.156433,6.156433
283.53195,286.47656,2.9446106,2.9446106,286.2995,2.7675476,2.7675476,286.38147,2.8495178,2.8495178
233.80142,231.7146,-2.0868225,2.0868225,235.8152,2.0137787,2.0137787,234.86465,1.0632324,1.0632324
42.172855,40.856438,-1.3164177,1.3164177,42.642067,0.46921158,0.46921158,42.578186,0.40533066,0.40533066
23.243164,23.692463,0.44929886,0.44929886,23.656664,0.41349983,0.41349983,23.569841,0.32667732,0.32667732
19.672596,19.3629,-0.3096962,0.3096962,20.039013,0.36641693,0.36641693,19.994707,0.32211113,0.32211113
194.14175,196.61345,2.471695,2.471695,195.98337,1.8416138,1.8416138,196.06067,1.9189148,1.9189148
314.66702,323.86838,9.201355,9.201355,319.9371,5.2700806,5.2700806,320.22565,5.5586243,5.5586243
248.73459,247.93095,-0.80363464,0.80363464,251.09224,2.3576508,2.3576508,251.2559,2.5213165,2.5213165
152.04904,154.02878,1.9797363,1.9797363,154.23302,2.1839752,2.1839752,154.4127,2.3636627,2.3636627
147.56827,149.15808,1.5898132,1.5898132,148.98155,1.4132843,1.4132843,149.16476,1.5964966,1.5964966
56.49359,55.288216,-1.2053757,1.2053757,57.24651,0.75291824,0.75291824,57.195683,0.7020912,0.7020912
213.97363,215.23703,1.2633972,1.2633972,215.94522,1.9715881,1.9715881,215.96133,1.9877014,1.9877014
11.937743,12.344772,0.40702915,0.40702915,12.396998,0.45925522,0.45925522,12.645682,0.70793915,0.70793915
209.5144,207.3413,-2.173111,2.173111,213.86092,4.346512,4.346512,213.52437,4.009964,4.009964
102.70236,101.70685,-0.9955139,0.9955139,103.67466,0.97229767,0.97229767,103.59544,0.89308167,0.89308167
204.57332,205.99057,1.4172516,1.4172516,207.19975,2.6264343,2.6264343,207.49191,2.9185944,2.9185944
290.33377,289.72687,-0.6069031,0.6069031,293.98517,3.6513977,3.6513977,294.19305,3.8592834,3.8592834
93.74213,96.28012,2.5379944,2.5379944,94.725876,0.9837494,0.9837494,94.59345,0.851326,0.851326
327.3649,328.56693,1.2020264,1.2020264,331.79715,4.432251,4.432251,331.46985,4.10495,4.10495
170.19722,173.33667,3.13945,3.13945,171.6138,1.4165802,1.4165802,171.70332,1.5061035,1.5061035
152.04684,149.04648,-3.0003662,3.0003662,153.53307,1.4862213,1.4862213,153.59244,1.5455933,1.5455933
37.726624,40.984116,3.257492,3.257492,38.2356,0.508976,0.508976,37.920677,0.19405365,0.19405365
159.59422,161.7647,2.1704712,2.1704712,161.53798,1.9437561,1.9437561,161.21962,1.6253967,1.6253967
143.48979,146.68243,3.1926422,3.1926422,144.7233,1.2335052,1.2335052,144.64937,1.1595764,1.1595764
296.6225,303.7445,7.1220093,7.1220093,303.3313,6.7088013,6.7088013,304.63052,8.008026,8.008026
96.00807,93.56245,-2.4456253,2.4456253,96.902855,0.894783,0.894783,96.788376,0.78030396,0.78030396
152.3807,150.8548,-1.5259094,1.5259094,153.50891,1.1282043,1.1282043,153.19232,0.811615,0.811615
196.6354,194.97754,-1.6578674,1.6578674,198.6004,1.9649963,1.9649963,198.06398,1.4285736,1.4285736
76.4128,78.7516,2.3387985,2.3387985,77.09001,0.67720795,0.67720795,77.08048,0.66767883,0.66767883
292.722,294.06183,1.3398438,1.3398438,295.42667,2.7046814,2.7046814,294.85574,2.1337585,2.1337585
228.64055,229.6809,1.0403442,1.0403442,231.21695,2.5764008,2.5764008,230.99962,2.3590698,2.3590698
131.37485,129.08224,-2.2926025,2.2926025,132.63718,1.2623291,1.2623291,132.22678,0.8519287,0.8519287
299.40543,298.72827,-0.67715454,0.67715454,302.35458,2.9491577,2.9491577,302.31717,2.9117432,2.9117432
247.48015,251.45036,3.9702148,3.9702148,249.74747,2.2673187,2.2673187,249.66814,2.1879883,2.1879883
284.44,291.6232,7.183197,7.183197,288.8638,4.4237976,4.4237976,289.25946,4.819458,4.819458
285.3959,283.885,-1.5108948,1.5108948,288.01474,2.6188354,2.6188354,287.7683,2.372406,2.372406
292.99936,288.1445,-4.8548584,4.8548584,297.86588,4.866516,4.866516,297.8576,4.858246,4.858246
306.9471,303.8871,-3.060028,3.060028,311.3782,4.4310913,4.4310913,311.396,4.448883,4.448883
144.36768,144.28668,-0.08099365,0.08099365,145.73204,1.3643646,1.3643646,145.6788,1.3111267,1.3111267
80.25355,77.88666,-2.36689,2.36689,80.99298,0.7394333,0.7394333,81.02464,0.7710953,0.7710953
206.50125,197.7328,-8.768448,8.768448,209.60611,3.1048584,3.1048584,210.15695,3.6557007,3.6557007
176.59216,181.51736,4.9252014,4.9252014,178.16902,1.5768585,1.5768585,177.7568,1.1646423,1.1646423
212.49998,216.10393,3.6039429,3.6039429,214.23842,1.7384338,1.7384338,213.94867,1.4486847,1.4486847
228.7966,227.14069,-1.6559143,1.6559143,232.25233,3.4557343,3.4557343,232.2175,3.4208984,3.4208984
38.620434,42.13996,3.5195274,3.5195274,39.04289,0.42245483,0.42245483,39.171844,0.5514107,0.5514107
346.1156,342.3662,-3.7493896,3.7493896,349.7827,3.6671143,3.6671143,349.5797,3.4641113,3.4641113
231.2344,234.8421,3.6076965,3.6076965,234.24287,3.0084686,3.0084686,234.62515,3.390747,3.390747
173.54832,173.34367,-0.20465088,0.20465088,175.00069,1.4523621,1.4523621,175.03844,1.4901123,1.4901123
85.45415,80.08548,-5.3686676,5.3686676,86.410385,0.9562378,0.9562378,86.66042,1.2062759,1.2062759
23.031357,23.847258,0.8159008,0.8159008,23.43378,0.40242386,0.40242386,23.717262,0.68590546,0.68590546
317.3031,316.02945,-1.2736511,1.2736511,319.65445,2.3513489,2.3513489,319.1984,1.8952942,1.8952942
191.22003,184.29498,-6.925049,6.925049,193.48795,2.2679138,2.2679138,193.60901,2.388977,2.388977
295.22183,293.01437,-2.2074585,2.2074585,297.94434,2.7225037,2.7225037,297.71014,2.4883118,2.4883118
279.48135,276.97427,-2.50708,2.50708,282.2955,2.814148,2.814148,282.32974,2.8483887,2.8483887
266.27005,261.7048,-4.5652466,4.5652466,269.01187,2.7418213,2.7418213,269.0143,2.7442627,2.7442627
60.917526,56.26147,-4.6560555,4.6560555,61.894047,0.97652054,0.97652054,61.626595,0.7090683,0.7090683
64.882416,67.64287,2.7604523,2.7604523,65.5348,0.6523819,0.6523819,65.293465,0.4110489,0.4110489
40.079815,40.715424,0.6356087,0.6356087,40.61038,0.53056335,0.53056335,40.50652,0.4267044,0.4267044
37.071037,38.20063,1.1295929,1.1295929,37.47809,0.4070511,0.4070511,37.28939,0.21835327,0.21835327
147.7891,146.84767,-0.9414215,0.9414215,150.39333,2.6042328,2.6042328,150.66884,2.8797455,2.8797455
128.3131,129.3129,0.99980164,0.99980164,129.39493,1.0818329,1.0818329,129.27237,0.9592743,0.9592743
172.57137,172.54347,-0.027893066,0.027893066,174.65083,2.0794678,2.0794678,174.59306,2.021698,2.021698
315.4686,319.3891,3.9205017,3.9205017,318.8983,3.4296875,3.4296875,318.63358,3.164978,3.164978
321.03064,318.79178,-2.238861,2.238861,324.3975,3.3668518,3.3668518,324.07816,3.0475159,3.0475159
147.00723,145.29617,-1.7110596,1.7110596,148.3007,1.2934723,1.2934723,148.45505,1.447815,1.447815
26.885288,29.548159,2.6628704,2.6628704,27.229853,0.34456444,0.34456444,27.320992,0.43570328,0.43570328
166.14246,171.2549,5.112442,5.112442,167.80406,1.6616058,1.6616058,167.49483,1.3523712,1.3523712
317.95947,316.61554,-1.3439331,1.3439331,321.62473,3.6652527,3.6652527,321.28128,3.3218079,3.3218079
331.6031,329.02716,-2.5759277,2.5759277,334.1048,2.501709,2.501709,334.2498,2.646698,2.646698
51.23366,49.102463,-2.131199,2.131199,51.9297,0.6960373,0.6960373,51.77767,0.54401016,0.54401016
295.28363,296.1148,0.83117676,0.83117676,298.16956,2.8859253,2.8859253,298.6381,3.3544617,3.3544617
276.81158,270.52924,-6.2823486,6.2823486,279.10696,2.2953796,2.2953796,278.5623,1.7507019,1.7507019
267.29745,268.20932,0.91186523,0.91186523,269.39334,2.0958862,2.0958862,269.7254,2.427948,2.427948
113.3327,111.08695,-2.2457504,2.2457504,114.726006,1.3933029,1.3933029,114.9527,1.6199951,1.6199951
335.09436,334.50888,-0.58547974,0.58547974,338.0784,2.9840393,2.9840393,337.9225,2.828125,2.828125
292.88654,288.06497,-4.8215637,4.8215637,295.52344,2.6369019,2.6369019,295.02386,2.137329,2.137329
274.43768,281.82397,7.3862915,7.3862915,277.84924,3.41156,3.41156,277.81012,3.3724365,3.3724365
74.264015,74.05193,-0.21208191,0.21208191,75.024574,0.7605591,0.7605591,75.18047,0.91645813,0.91645813
71.83243,72.415924,0.5834961,0.5834961,72.57608,0.74365234,0.74365234,72.75291,0.9204788,0.9204788
255.40948,255.77538,0.3658905,0.3658905,258.5862,3.1767273,3.1767273,258.92752,3.518036,3.518036
180.91516,179.66812,-1.2470398,1.2470398,182.63324,1.7180786,1.7180786,182.57191,1.6567535,1.6567535
335.91714,338.1233,2.2061462,2.2061462,338.27087,2.3537292,2.3537292,337.5757,1.6585693,1.6585693
235.24591,238.18799,2.9420776,2.9420776,237.47313,2.2272186,2.2272186,237.95076,2.7048492,2.7048492
203.01974,205.21974,2.199997,2.199997,205.38005,2.3603058,2.3603058,205.48576,2.4660187,2.4660187
127.39633,126.92522,-0.4711151,0.4711151,128.96043,1.5641022,1.5641022,128.9049,1.5085754,1.5085754
237.6289,233.30357,-4.3253326,4.3253326,242.03351,4.404602,4.404602,242.85483,5.2259216,5.2259216
35.892834,36.1078,0.21496582,0.21496582,36.422436,0.52960205,0.52960205,36.44586,0.5530281,0.5530281
25.571775,25.914082,0.34230614,0.34230614,25.972176,0.40040016,0.40040016,26.228851,0.6570759,0.6570759
207.34787,208.6468,1.2989349,1.2989349,209.05481,1.7069397,1.7069397,208.82729,1.4794159,1.4794159
306.3549,306.6637,0.30880737,0.30880737,309.81815,3.4632568,3.4632568,310.44055,4.085663,4.085663
235.4051,239.88144,4.4763336,4.4763336,237.90884,2.5037384,2.5037384,237.7833,2.378189,2.378189
24.367224,24.952412,0.5851879,0.5851879,24.776066,0.4088421,0.4088421,24.58807,0.22084618,0.22084618
284.15887,286.88348,2.7246094,2.7246094,287.31476,3.1558838,3.1558838,287.282,3.1231384,3.1231384
106.925316,109.36425,2.4389343,2.4389343,107.843,0.91768646,0.91768646,107.33874,0.41342163,0.41342163
152.39676,153.7002,1.3034363,1.3034363,153.84624,1.4494781,1.4494781,153.94525,1.5484924,1.5484924
158.13278,153.05122,-5.081558,5.081558,159.62526,1.4924774,1.4924774,158.93828,0.8054962,0.8054962
304.98892,305.79837,0.80944824,0.80944824,309.89838,4.9094543,4.9094543,310.43417,5.4452515,5.4452515
65.94521,65.35575,-0.5894623,0.5894623,66.75427,0.80905914,0.80905914,66.93912,0.9939041,0.9939041
199.41171,195.02736,-4.3843536,4.3843536,201.84146,2.4297485,2.4297485,202.07571,2.6640015,2.6640015
51.101513,51.980442,0.87892914,0.87892914,51.714024,0.6125107,0.6125107,51.08201,-0.019504547,0.019504547
299.24994,300.11044,0.86050415,0.86050415,305.1718,5.921875,5.921875,305.366,6.1160583,6.1160583
222.40602,221.17323,-1.2327881,1.2327881,224.74066,2.3346405,2.3346405,225.10927,2.703247,2.703247
22.323238,21.154093,-1.1691456,1.1691456,22.784565,0.4613266,0.4613266,23.163317,0.84007835,0.84007835
115.6454,116.452705,0.8073044,0.8073044,116.82465,1.1792526,1.1792526,117.15094,1.505539,1.505539
34.395237,34.641476,0.24623871,0.24623871,34.876045,0.48080826,0.48080826,34.802383,0.40714645,0.40714645
114.64046,114.38068,-0.25978088,0.25978088,116.13978,1.499321,1.499321,115.89677,1.2563095,1.2563095
113.72922,111.4644,-2.2648163,2.2648163,114.82067,1.0914536,1.0914536,114.88698,1.1577606,1.1577606
263.76685,264.73715,0.9703064,0.9703064,266.01498,2.2481384,2.2481384,265.6515,1.8846436,1.8846436
181.05339,182.19695,1.1435547,1.1435547,183.00551,1.9521179,1.9521179,182.88132,1.8279266,1.8279266
227.71883,229.33157,1.6127472,1.6127472,230.2789,2.5600739,2.5600739,230.39278,2.6739502,2.6739502
159.2406,161.92316,2.6825562,2.6825562,160.75183,1.5112305,1.5112305,160.75642,1.5158234,1.5158234
119.5775,124.20602,4.628517,4.628517,120.55009,0.9725876,0.9725876,120.71634,1.1388397,1.1388397
120.76303,119.93029,-0.8327408,0.8327408,122.683205,1.9201736,1.9201736,122.47556,1.712532,1.712532
157.23999,158.75429,1.5142975,1.5142975,159.2711,2.0311127,2.0311127,159.75168,2.5116882,2.5116882
198.03606,187.87538,-10.160675,10.160675,200.00127,1.96521,1.96521,199.76929,1.7332306,1.7332306
126.80487,127.95868,1.1538086,1.1538086,127.977776,1.172905,1.172905,127.790695,0.9858246,0.9858246
286.7383,279.7527,-6.985626,6.985626,290.3038,3.5654907,3.5654907,290.71332,3.975006,3.975006
46.60632,44.998764,-1.6075554,1.6075554,47.121586,0.5152664,0.5152664,47.232037,0.62571716,0.62571716
72.256035,70.15536,-2.1006775,2.1006775,73.0289,0.7728653,0.7728653,72.87208,0.6160431,0.6160431
334.99155,334.7696,-0.22195435,0.22195435,339.61856,4.627014,4.627014,339.04205,4.0505066,4.0505066
261.673,262.0001,0.3270874,0.3270874,264.39276,2.719757,2.719757,264.35217,2.6791687,2.6791687
222.45406,220.88235,-1.571701,1.571701,224.49352,2.0394592,2.0394592,224.5136,2.0595398,2.0595398
11.949079,12.823492,0.8744135,0.8744135,13.084964,1.1358852,1.1358852,12.099716,0.15063763,0.15063763
258.3858,263.06427,4.678467,4.678467,260.73453,2.3487244,2.3487244,260.62497,2.2391663,2.2391663
54.756382,60.321297,5.5649147,5.5649147,55.32963,0.5732498,0.5732498,55.25859,0.5022087,0.5022087
248.9811,247.95639,-1.024704,1.024704,251.77821,2.7971191,2.7971191,252.22177,3.2406769,3.2406769
44.531204,46.29318,1.7619743,1.7619743,45.000015,0.46881104,0.46881104,44.75154,0.22033691,0.22033691
100.86427,99.348625,-1.5156479,1.5156479,101.82964,0.9653702,0.9653702,101.61353,0.74925995,0.74925995
152.8186,153.74075,0.92214966,0.92214966,154.12947,1.3108673,1.3108673,154.07579,1.2571869,1.2571869
109.13537,109.55486,0.41949463,0.41949463,110.409904,1.2745361,1.2745361,110.53984,1.4044724,1.4044724
236.06244,238.88864,2.8262024,2.8262024,238.2872,2.224762,2.224762,238.5864,2.5239563,2.5239563
247.7072,241.36154,-6.3456573,6.3456573,250.21259,2.5053864,2.5053864,250.67557,2.9683685,2.9683685
215.12967,209.90118,-5.228485,5.228485,217.27953,2.1498566,2.1498566,217.11458,1.984909,1.984909
235.34381,239.5703,4.226486,4.226486,237.23248,1.8886719,1.8886719,237.20723,1.8634186,1.8634186
163.42747,164.0198,0.59233093,0.59233093,165.97183,2.5443573,2.5443573,166.64291,3.2154388,3.2154388
205.78252,214.23146,8.448944,8.448944,208.366,2.5834808,2.5834808,208.30554,2.5230255,2.5230255
134.91652,133.92123,-0.99528503,0.99528503,136.71288,1.7963562,1.7963562,136.90924,1.9927216,1.9927216
237.97249,239.71251,1.7400208,1.7400208,240.07925,2.1067657,2.1067657,239.83601,1.8635254,1.8635254
244.41772,245.40565,0.9879303,0.9879303,246.76143,2.3437042,2.3437042,246.41809,2.0003662,2.0003662
156.4473,150.69397,-5.7533264,5.7533264,157.68317,1.2358704,1.2358704,157.859,1.4116974,1.4116974
164.85979,166.28316,1.4233704,1.4233704,166.55649,1.696701,1.696701,166.7733,1.9135132,1.9135132
146.74794,148.05768,1.3097382,1.3097382,149.20914,2.461197,2.461197,149.30136,2.553421,2.553421
293.46945,292.81305,-0.6564026,0.6564026,296.1419,2.6724548,2.6724548,296.21948,2.7500305,2.7500305
147.56252,150.98431,3.4217987,3.4217987,149.35971,1.7971954,1.7971954,149.27217,1.7096558,1.7096558
181.1769,181.48273,0.3058319,0.3058319,182.94873,1.7718353,1.7718353,182.73846,1.5615692,1.5615692
275.6241,286.42215,10.798035,10.798035,278.63336,3.0092468,3.0092468,278.23157,2.6074524,2.6074524
