E_true,E_pred_direct_energy,Error_direct_energy,|Error_direct_energy|,E_pred_scaled_ratio,Error_scaled_ratio,|Error_scaled_ratio|,E_pred_log_scaled_ratio,Error_log_scaled_ratio,|Error_log_scaled_ratio|
349.40622,341.98145,-7.424774,7.424774,11950334.0,11949985.0,11949985.0,11944929.0,11944580.0,11944580.0
91.113,90.56957,-0.5434265,0.5434265,827731.94,827640.8,827640.8,821356.4,821265.25,821265.25
258.09668,253.08096,-5.0157166,5.0157166,6516318.5,6516060.5,6516060.5,6540542.5,6540284.5,6540284.5
345.9136,344.82336,-1.0902405,1.0902405,11942489.0,11942143.0,11942143.0,11927309.0,11926963.0,11926963.0
176.5416,176.63127,0.0896759,0.0896759,3120321.2,3120144.8,3120144.8,3124704.2,3124527.8,3124527.8
162.95326,161.3586,-1.5946655,1.5946655,2631284.0,2631121.0,2631121.0,2628128.8,2627965.8,2627965.8
75.61096,75.68014,0.06917572,0.06917572,574344.44,574268.8,574268.8,572771.9,572696.25,572696.25
315.7416,321.33655,5.59494,5.59494,10150670.0,10150354.0,10150354.0,10161920.0,10161604.0,10161604.0
83.32062,84.21724,0.8966217,0.8966217,697506.1,697422.8,697422.8,701168.7,701085.4,701085.4
65.93956,65.709206,-0.23035431,0.23035431,433741.2,433675.25,433675.25,427332.88,427266.94,427266.94
276.45047,277.08978,0.63931274,0.63931274,7653177.0,7652900.5,7652900.5,7643074.0,7642797.5,7642797.5
116.178925,119.505875,3.32695,3.32695,1392742.9,1392626.8,1392626.8,1377352.5,1377236.4,1377236.4
57.775517,57.087048,-0.68846893,0.68846893,331921.9,331864.12,331864.12,333865.28,333807.5,333807.5
12.900419,11.76142,-1.138999,1.138999,14879.714,14866.813,14866.813,15417.775,15404.875,15404.875
278.1051,275.4084,-2.6967163,2.6967163,7663205.0,7662927.0,7662927.0,7682743.5,7682465.5,7682465.5
290.69928,295.43066,4.7313843,4.7313843,8584279.0,8583988.0,8583988.0,8579078.0,8578787.0,8578787.0
10.435273,10.792222,0.35694885,0.35694885,11543.325,11532.89,11532.89,11204.497,11194.062,11194.062
249.88655,253.86458,3.9780273,3.9780273,6344436.5,6344186.5,6344186.5,6378509.5,6378259.5,6378259.5
159.8142,157.61928,-2.1949158,2.1949158,2521678.2,2521518.5,2521518.5,2512769.0,2512609.2,2512609.2
14.159506,12.923411,-1.2360945,1.2360945,18226.72,18212.56,18212.56,18482.701,18468.541,18468.541
225.48543,222.64386,-2.841568,2.841568,5029933.5,5029708.0,5029708.0,5026275.5,5026050.0,5026050.0
134.28143,129.96823,-4.313202,4.313202,1746748.1,1746613.9,1746613.9,1739792.4,1739658.1,1739658.1
302.02893,297.04343,-4.985504,4.985504,8972483.0,8972181.0,8972181.0,8964998.0,8964696.0,8964696.0
135.98642,134.5093,-1.4771271,1.4771271,1830914.4,1830778.4,1830778.4,1835948.0,1835812.0,1835812.0
216.93382,220.91003,3.9762115,3.9762115,4795179.5,4794962.5,4794962.5,4807845.0,4807628.0,4807628.0
155.8375,150.93047,-4.907028,4.907028,2353187.2,2353031.5,2353031.5,2354087.5,2353931.8,2353931.8
90.467865,91.362206,0.8943405,0.8943405,824640.2,824549.75,824549.75,819196.25,819105.8,819105.8
219.9847,206.99608,-12.988617,12.988617,4548398.5,4548178.5,4548178.5,4548329.0,4548109.0,4548109.0
177.38931,173.43321,-3.9561005,3.9561005,3074452.8,3074275.2,3074275.2,3085833.2,3085655.8,3085655.8
182.46715,181.66899,-0.79815674,0.79815674,3316365.0,3316182.5,3316182.5,3315206.0,3315023.5,3315023.5
120.564926,120.43041,-0.13451385,0.13451385,1452970.5,1452849.9,1452849.9,1433134.4,1433013.8,1433013.8
336.5618,336.7836,0.22180176,0.22180176,11330774.0,11330437.0,11330437.0,11336614.0,11336277.0,11336277.0
75.07567,75.5798,0.50413513,0.50413513,567433.0,567357.94,567357.94,571992.4,571917.3,571917.3
93.554695,91.86261,-1.6920853,1.6920853,858414.4,858320.8,858320.8,861985.6,861892.06,861892.06
142.87688,140.15733,-2.7195435,2.7195435,2000773.9,2000631.0,2000631.0,1973226.9,1973084.0,1973084.0
133.47113,134.99118,1.52005,1.52005,1798056.9,1797923.4,1797923.4,1788249.8,1788116.2,1788116.2
324.40622,324.01733,-0.3888855,0.3888855,10507672.0,10507348.0,10507348.0,10490110.0,10489786.0,10489786.0
322.29163,316.91315,-5.378479,5.378479,10214747.0,10214425.0,10214425.0,10195861.0,10195539.0,10195539.0
315.30377,315.37537,0.07159424,0.07159424,9945196.0,9944881.0,9944881.0,9915583.0,9915268.0,9915268.0
262.8594,260.54242,-2.316986,2.316986,6832569.0,6832306.0,6832306.0,6850472.0,6850209.0,6850209.0
234.3797,228.79146,-5.5882416,5.5882416,5366319.5,5366085.0,5366085.0,5368047.0,5367812.5,5367812.5
102.52423,101.40844,-1.1157913,1.1157913,1038637.8,1038535.3,1038535.3,1040893.9,1040791.4,1040791.4
211.73555,211.30453,-0.431015,0.431015,4475702.5,4475491.0,4475491.0,4484454.0,4484242.5,4484242.5
254.15717,252.09221,-2.0649567,2.0649567,6415447.0,6415193.0,6415193.0,6426781.5,6426527.5,6426527.5
175.35347,172.28793,-3.0655365,3.0655365,3026150.5,3025975.2,3025975.2,3029577.8,3029402.5,3029402.5
166.04686,166.02682,-0.02003479,0.02003479,2762481.0,2762315.0,2762315.0,2769406.0,2769240.0,2769240.0
86.57423,85.54865,-1.0255737,1.0255737,741880.7,741794.1,741794.1,744871.1,744784.56,744784.56
54.7539,56.664307,1.910408,1.910408,309413.44,309358.7,309358.7,309960.47,309905.72,309905.72
72.98264,73.119934,0.13729095,0.13729095,536551.94,536478.94,536478.94,525982.5,525909.5,525909.5
188.09372,189.75278,1.6590576,1.6590576,3562739.2,3562551.2,3562551.2,3541592.0,3541404.0,3541404.0
291.4063,290.13974,-1.266571,1.266571,8463274.0,8462983.0,8462983.0,8455265.0,8454974.0,8454974.0
28.046751,27.702309,-0.34444237,0.34444237,78315.49,78287.445,78287.445,80534.39,80506.34,80506.34
73.082375,72.62003,-0.4623413,0.4623413,530036.7,529963.6,529963.6,535187.1,535114.06,535114.06
265.75024,264.29218,-1.4580688,1.4580688,7037464.0,7037198.0,7037198.0,7016956.5,7016690.5,7016690.5
28.691412,26.952461,-1.7389507,1.7389507,77202.44,77173.74,77173.74,77125.93,77097.234,77097.234
334.4036,334.01416,-0.3894348,0.3894348,11154556.0,11154222.0,11154222.0,11125988.0,11125654.0,11125654.0
69.45346,70.981995,1.5285339,1.5285339,493002.94,492933.47,492933.47,492574.53,492505.06,492505.06
217.52011,222.23802,4.717911,4.717911,4829437.0,4829219.5,4829219.5,4847630.5,4847413.0,4847413.0
218.93779,223.35782,4.4200287,4.4200287,4881172.0,4880953.0,4880953.0,4863558.0,4863339.0,4863339.0
59.122627,58.508366,-0.6142616,0.6142616,346879.5,346820.38,346820.38,348520.28,348461.16,348461.16
97.76563,97.57702,-0.18861389,0.18861389,954869.3,954771.56,954771.56,948680.2,948582.44,948582.44
18.862514,21.528208,2.6656933,2.6656933,40117.793,40098.93,40098.93,39449.58,39430.715,39430.715
200.36336,203.95596,3.5926056,3.5926056,4083840.0,4083639.8,4083639.8,4090063.0,4089862.8,4089862.8
152.361,149.00331,-3.3576813,3.3576813,2272478.2,2272326.0,2272326.0,2248878.2,2248726.0,2248726.0
311.32474,307.4689,-3.855835,3.855835,9555069.0,9554758.0,9554758.0,9593156.0,9592845.0,9592845.0
42.35353,39.081394,-3.2721367,3.2721367,164432.42,164390.06,164390.06,166216.19,166173.83,166173.83
150.63449,146.11804,-4.516449,4.516449,2204293.8,2204143.0,2204143.0,2206711.8,2206561.0,2206561.0
189.72844,185.48721,-4.241226,4.241226,3518334.5,3518144.8,3518144.8,3533435.5,3533245.8,3533245.8
231.546,237.25629,5.7102814,5.7102814,5502618.5,5502387.0,5502387.0,5519675.5,5519444.0,5519444.0
60.557163,64.51845,3.9612846,3.9612846,388529.94,388469.38,388469.38,383770.72,383710.16,383710.16
92.63677,94.69155,2.054779,2.054779,877443.56,877350.94,877350.94,881172.8,881080.2,881080.2
295.74982,298.28726,2.537445,2.537445,8831433.0,8831137.0,8831137.0,8840345.0,8840049.0,8840049.0
326.53137,324.56265,-1.9687195,1.9687195,10599428.0,10599101.0,10599101.0,10589053.0,10588726.0,10588726.0
64.75628,67.13279,2.3765106,2.3765106,433714.0,433649.25,433649.25,432849.75,432785.0,432785.0
306.2812,309.81827,3.5370789,3.5370789,9486818.0,9486512.0,9486512.0,9489142.0,9488836.0,9488836.0
211.84802,205.36061,-6.4874115,6.4874115,4350287.0,4350075.0,4350075.0,4341585.5,4341373.5,4341373.5
318.8542,319.55957,0.7053833,0.7053833,10180980.0,10180661.0,10180661.0,10160621.0,10160302.0,10160302.0
152.86565,152.81874,-0.046905518,0.046905518,2332164.5,2332011.8,2332011.8,2333009.8,2332857.0,2332857.0
64.58167,65.09392,0.5122452,0.5122452,421449.28,421384.7,421384.7,426726.72,426662.12,426662.12
136.28064,139.43417,3.153534,3.153534,1907025.1,1906888.9,1906888.9,1898871.5,1898735.2,1898735.2
71.944885,71.61923,-0.32565308,0.32565308,517242.25,517170.3,517170.3,517682.12,517610.2,517610.2
308.52017,303.2265,-5.2936707,5.2936707,9355519.0,9355210.0,9355210.0,9357575.0,9357266.0,9357266.0
197.62387,198.30667,0.6828003,0.6828003,3915199.8,3915002.2,3915002.2,3950157.0,3949959.5,3949959.5
65.53113,64.0815,-1.4496307,1.4496307,421993.62,421928.1,421928.1,425805.03,425739.5,425739.5
321.35214,326.0539,4.7017517,4.7017517,10484950.0,10484629.0,10484629.0,10511199.0,10510878.0,10510878.0
283.53195,286.66663,3.134674,3.134674,8118385.0,8118101.5,8118101.5,8133955.0,8133671.5,8133671.5
233.80142,233.84424,0.042816162,0.042816162,5470993.5,5470759.5,5470759.5,5474891.5,5474657.5,5474657.5
42.172855,41.906338,-0.26651764,0.26651764,176652.72,176610.55,176610.55,174760.38,174718.2,174718.2
23.243164,23.137974,-0.10519028,0.10519028,54122.46,54099.22,54099.22,53287.355,53264.113,53264.113
19.672596,19.3283,-0.3442955,0.3442955,38261.625,38241.953,38241.953,37748.453,37728.78,37728.78
194.14175,196.82742,2.685669,2.685669,3819871.0,3819676.8,3819676.8,3815030.2,3814836.0,3814836.0
314.66702,323.60275,8.93573,8.93573,10178759.0,10178444.0,10178444.0,10176005.0,10175690.0,10175690.0
248.73459,248.2873,-0.44729614,0.44729614,6166834.5,6166586.0,6166586.0,6187588.5,6187340.0,6187340.0
152.04904,155.35422,3.3051758,3.3051758,2357303.5,2357151.5,2357151.5,2345141.0,2344989.0,2344989.0
147.56827,147.4369,-0.13136292,0.13136292,2181887.8,2181740.2,2181740.2,2161748.0,2161600.5,2161600.5
56.49359,57.229053,0.7354622,0.7354622,325050.2,324993.7,324993.7,324272.94,324216.44,324216.44
213.97363,215.01999,1.0463562,1.0463562,4597113.0,4596899.0,4596899.0,4589964.0,4589750.0,4589750.0
11.937743,12.448789,0.51104546,0.51104546,15070.04,15058.103,15058.103,14547.03,14535.093,14535.093
209.5144,213.2059,3.6914978,3.6914978,4461525.0,4461315.5,4461315.5,4459706.5,4459497.0,4459497.0
102.70236,101.9912,-0.71115875,0.71115875,1052309.2,1052206.5,1052206.5,1039861.0,1039758.3,1039758.3
204.57332,204.0879,-0.4854126,0.4854126,4172235.8,4172031.2,4172031.2,4177053.2,4176848.8,4176848.8
290.33377,288.84512,-1.4886475,1.4886475,8387970.5,8387680.0,8387680.0,8389044.0,8388754.0,8388754.0
93.74213,98.22969,4.487564,4.487564,923089.25,922995.5,922995.5,911580.56,911486.8,911486.8
327.3649,327.56607,0.20117188,0.20117188,10719850.0,10719523.0,10719523.0,10719223.0,10718896.0,10718896.0
170.19722,170.60712,0.40989685,0.40989685,2906868.8,2906698.5,2906698.5,2902920.0,2902749.8,2902749.8
152.04684,150.9355,-1.1113434,1.1113434,2288845.8,2288693.8,2288693.8,2316025.0,2315873.0,2315873.0
37.726624,40.30262,2.5759964,2.5759964,152124.44,152086.7,152086.7,151488.83,151451.1,151451.1
159.59422,162.6724,3.0781708,3.0781708,2598632.2,2598472.8,2598472.8,2584092.5,2583933.0,2583933.0
143.48979,147.05121,3.5614166,3.5614166,2111204.0,2111060.5,2111060.5,2093978.0,2093834.5,2093834.5
296.6225,303.71902,7.096527,7.096527,9006081.0,9005784.0,9005784.0,8994396.0,8994099.0,8994099.0
96.00807,93.977806,-2.0302658,2.0302658,900701.7,900605.7,900605.7,892739.1,892643.1,892643.1
152.3807,149.37032,-3.0103912,3.0103912,2278455.2,2278302.8,2278302.8,2282043.2,2281890.8,2281890.8
196.6354,197.65729,1.0218811,1.0218811,3879148.8,3878952.0,3878952.0,3884883.8,3884687.0,3884687.0
76.4128,79.22533,2.812523,2.812523,606155.2,606078.75,606078.75,603604.25,603527.8,603527.8
292.722,296.99792,4.27594,4.27594,8696604.0,8696311.0,8696311.0,8685124.0,8684831.0,8684831.0
228.64055,231.4601,2.8195496,2.8195496,5295898.5,5295670.0,5295670.0,5285618.5,5285390.0,5285390.0
131.37485,129.03163,-2.343216,2.343216,1695945.4,1695814.0,1695814.0,1692498.6,1692367.2,1692367.2
299.40543,295.59348,-3.8119507,3.8119507,8853196.0,8852897.0,8852897.0,8820041.0,8819742.0,8819742.0
247.48015,251.69765,4.217499,4.217499,6221820.0,6221572.5,6221572.5,6214056.0,6213808.5,6213808.5
284.44,291.02734,6.5873413,6.5873413,8273227.0,8272942.5,8272942.5,8277396.5,8277112.0,8277112.0
285.3959,283.06683,-2.329071,2.329071,8090154.0,8089868.5,8089868.5,8069466.0,8069180.5,8069180.5
292.99936,288.8696,-4.1297607,4.1297607,8456438.0,8456145.0,8456145.0,8461544.0,8461251.0,8461251.0
306.9471,300.2199,-6.7272034,6.7272034,9215950.0,9215643.0,9215643.0,9234874.0,9234567.0,9234567.0
144.36768,144.28079,-0.086883545,0.086883545,2079449.5,2079305.1,2079305.1,2093258.0,2093113.6,2093113.6
80.25355,78.96534,-1.288208,1.288208,634382.7,634302.44,634302.44,636049.2,635968.94,635968.94
206.50125,202.8683,-3.6329498,3.6329498,4192190.8,4191984.2,4191984.2,4191536.2,4191329.8,4191329.8
176.59216,180.77586,4.1837006,4.1837006,3193302.0,3193125.5,3193125.5,3176537.0,3176360.5,3176360.5
212.49998,216.52826,4.0282745,4.0282745,4597589.5,4597377.0,4597377.0,4593502.0,4593289.5,4593289.5
228.7966,226.8089,-1.9877014,1.9877014,5182027.0,5181798.0,5181798.0,5164217.5,5163988.5,5163988.5
38.620434,41.28122,2.6607857,2.6607857,159811.73,159773.11,159773.11,156647.6,156608.97,156608.97
346.1156,342.50403,-3.6115723,3.6115723,11854434.0,11854088.0,11854088.0,11866970.0,11866624.0,11866624.0
231.2344,235.94804,4.7136383,4.7136383,5456726.5,5456495.5,5456495.5,5429398.0,5429167.0,5429167.0
173.54832,169.33124,-4.217087,4.217087,2933269.0,2933095.5,2933095.5,2945192.0,2945018.5,2945018.5
85.45415,81.09484,-4.3593063,4.3593063,694027.3,693941.9,693941.9,682932.0,682846.56,682846.56
23.031357,24.496706,1.4653492,1.4653492,56067.39,56044.36,56044.36,56005.574,55982.543,55982.543
317.3031,317.50302,0.19992065,0.19992065,10082009.0,10081692.0,10081692.0,10062901.0,10062584.0,10062584.0
191.22003,182.57828,-8.641754,8.641754,3493391.2,3493200.0,3493200.0,3484964.2,3484773.0,3484773.0
295.22183,297.85992,2.638092,2.638092,8788297.0,8788002.0,8788002.0,8769066.0,8768771.0,8768771.0
279.48135,277.01746,-2.4638977,2.4638977,7737962.5,7737683.0,7737683.0,7734006.0,7733726.5,7733726.5
266.27005,262.22598,-4.0440674,4.0440674,6981858.5,6981592.0,6981592.0,6974330.5,6974064.0,6974064.0
60.917526,57.43786,-3.4796677,3.4796677,350473.3,350412.4,350412.4,348610.3,348549.4,348549.4
64.882416,67.95216,3.069748,3.069748,441603.8,441538.94,441538.94,443133.47,443068.6,443068.6
40.079815,40.987736,0.90792084,0.90792084,163468.12,163428.05,163428.05,163792.31,163752.23,163752.23
37.071037,38.01759,0.9465523,0.9465523,140399.3,140362.22,140362.22,141825.73,141788.66,141788.66
147.7891,151.50491,3.7158203,3.7158203,2238891.8,2238744.0,2238744.0,2219553.5,2219405.8,2219405.8
128.3131,130.2807,1.9676056,1.9676056,1671150.2,1671021.9,1671021.9,1676615.6,1676487.2,1676487.2
172.57137,174.266,1.6946411,1.6946411,3008439.0,3008266.5,3008266.5,3000398.0,3000225.5,3000225.5
315.4686,316.72253,1.2539368,1.2539368,9992367.0,9992052.0,9992052.0,9998226.0,9997911.0,9997911.0
321.03064,318.07037,-2.960266,2.960266,10207819.0,10207498.0,10207498.0,10185078.0,10184757.0,10184757.0
147.00723,147.09969,0.092453,0.092453,2163770.0,2163623.0,2163623.0,2179009.5,2178862.5,2178862.5
26.885288,28.663527,1.7782383,1.7782383,76980.37,76953.484,76953.484,77212.18,77185.3,77185.3
166.14246,171.03201,4.889557,4.889557,2844943.0,2844776.8,2844776.8,2832604.5,2832438.2,2832438.2
317.95947,320.20114,2.2416687,2.2416687,10194806.0,10194488.0,10194488.0,10164125.0,10163807.0,10163807.0
331.6031,329.0848,-2.51828,2.51828,10918131.0,10917799.0,10917799.0,10911813.0,10911481.0,10911481.0
51.23366,48.909508,-2.324154,2.324154,250639.72,250588.48,250588.48,252644.8,252593.56,252593.56
295.28363,296.9881,1.7044678,1.7044678,8765506.0,8765211.0,8765211.0,8786407.0,8786112.0,8786112.0
276.81158,271.0043,-5.8072815,5.8072815,7506730.5,7506453.5,7506453.5,7513838.5,7513561.5,7513561.5
267.29745,268.54242,1.2449646,1.2449646,7177642.5,7177375.0,7177375.0,7134399.5,7134132.0,7134132.0
113.3327,110.23551,-3.0971909,3.0971909,1247405.5,1247292.1,1247292.1,1231983.8,1231870.4,1231870.4
335.09436,335.77658,0.68222046,0.68222046,11242620.0,11242285.0,11242285.0,11251707.0,11251372.0,11251372.0
292.88654,288.8557,-4.0308228,4.0308228,8454759.0,8454466.0,8454466.0,8466517.0,8466224.0,8466224.0
274.43768,282.12296,7.685272,7.685272,7746159.0,7745884.5,7745884.5,7724531.0,7724256.5,7724256.5
74.264015,74.84841,0.58439636,0.58439636,555543.9,555469.6,555469.6,560591.44,560517.2,560517.2
71.83243,70.93719,-0.8952408,0.8952408,509575.75,509503.9,509503.9,515451.12,515379.28,515379.28
255.40948,254.84824,-0.5612488,0.5612488,6515301.5,6515046.0,6515046.0,6512252.0,6511996.5,6511996.5
180.91516,184.28053,3.3653717,3.3653717,3328923.5,3328742.5,3328742.5,3312691.5,3312510.5,3312510.5
335.91714,338.6947,2.7775574,2.7775574,11380423.0,11380087.0,11380087.0,11380537.0,11380201.0,11380201.0
235.24591,240.08176,4.835846,4.835846,5636920.5,5636685.5,5636685.5,5650301.5,5650066.5,5650066.5
203.01974,204.48341,1.4636688,1.4636688,4150475.0,4150272.0,4150272.0,4148895.8,4148692.8,4148692.8
127.39633,125.822655,-1.5736771,1.5736771,1605351.5,1605224.1,1605224.1,1608321.0,1608193.6,1608193.6
237.6289,236.2348,-1.394104,1.394104,5607562.5,5607325.0,5607325.0,5612251.5,5612014.0,5612014.0
35.892834,36.08128,0.18844604,0.18844604,129399.695,129363.805,129363.805,129307.91,129272.016,129272.016
25.571775,27.049477,1.4777012,1.4777012,69007.22,68981.65,68981.65,67038.65,67013.08,67013.08
207.34787,207.28357,-0.06430054,0.06430054,4298640.5,4298433.0,4298433.0,4289382.0,4289174.5,4289174.5
306.3549,306.1821,-0.17279053,0.17279053,9388980.0,9388674.0,9388674.0,9366173.0,9365867.0,9365867.0
235.4051,235.89331,0.48820496,0.48820496,5551900.0,5551664.5,5551664.5,5529267.0,5529031.5,5529031.5
24.367224,25.642561,1.2753372,1.2753372,62263.484,62239.117,62239.117,62839.4,62815.03,62815.03
284.15887,287.27554,3.1166687,3.1166687,8170645.0,8170361.0,8170361.0,8199285.0,8199001.0,8199001.0
106.925316,108.40681,1.4814911,1.4814911,1159994.6,1159887.8,1159887.8,1169682.0,1169575.1,1169575.1
152.39676,152.78276,0.3860016,0.3860016,2328894.0,2328741.5,2328741.5,2331784.0,2331631.5,2331631.5
158.13278,153.56523,-4.5675507,4.5675507,2430485.0,2430326.8,2430326.8,2412316.8,2412158.5,2412158.5
304.98892,306.28555,1.2966309,1.2966309,9354995.0,9354690.0,9354690.0,9353733.0,9353428.0,9353428.0
65.94521,66.15783,0.21261597,0.21261597,436817.3,436751.38,436751.38,431095.16,431029.22,431029.22
199.41171,192.4165,-6.9952087,6.9952087,3838866.0,3838666.5,3838666.5,3841114.2,3840914.8,3840914.8
51.101513,50.889126,-0.21238708,0.21238708,259147.78,259096.69,259096.69,260216.19,260165.1,260165.1
299.24994,298.9321,-0.31784058,0.31784058,8944666.0,8944367.0,8944367.0,8946734.0,8946435.0,8946435.0
222.40602,221.12564,-1.2803802,1.2803802,4917535.0,4917312.5,4917312.5,4914820.5,4914598.0,4914598.0
22.323238,20.660357,-1.6628819,1.6628819,46156.75,46134.426,46134.426,46460.73,46438.406,46438.406
115.6454,115.591286,-0.054115295,0.054115295,1336980.4,1336864.8,1336864.8,1338903.5,1338787.9,1338787.9
34.395237,35.645344,1.2501068,1.2501068,121862.734,121828.336,121828.336,121523.75,121489.35,121489.35
114.64046,116.060585,1.4201279,1.4201279,1335458.8,1335344.1,1335344.1,1333358.9,1333244.2,1333244.2
113.72922,111.575966,-2.1532516,2.1532516,1269128.8,1269015.0,1269015.0,1271111.6,1270997.9,1270997.9
263.76685,264.6118,0.8449402,0.8449402,6985284.5,6985020.5,6985020.5,6987073.5,6986809.5,6986809.5
181.05339,179.22963,-1.823761,1.823761,3247903.0,3247722.0,3247722.0,3269714.0,3269533.0,3269533.0
227.71883,231.61461,3.8957825,3.8957825,5276414.5,5276187.0,5276187.0,5274129.5,5273902.0,5273902.0
159.2406,161.32916,2.088562,2.088562,2565165.8,2565006.5,2565006.5,2573262.0,2573102.8,2573102.8
119.5775,124.40048,4.822983,4.822983,1485173.1,1485053.5,1485053.5,1485314.2,1485194.6,1485194.6
120.76303,121.19167,0.42864227,0.42864227,1463939.6,1463818.9,1463818.9,1472081.2,1471960.5,1471960.5
157.23999,160.09018,2.8501892,2.8501892,2512576.5,2512419.2,2512419.2,2517467.2,2517310.0,2517310.0
198.03606,189.4112,-8.624863,8.624863,3753520.0,3753322.0,3753322.0,3737026.2,3736828.2,3736828.2
126.80487,128.29599,1.4911194,1.4911194,1625115.4,1624988.6,1624988.6,1617132.8,1617006.0,1617006.0
286.7383,280.07117,-6.667145,6.667145,8034935.0,8034648.5,8034648.5,7975491.0,7975204.5,7975204.5
46.60632,44.622997,-1.9833221,1.9833221,208308.08,208261.47,208261.47,207863.69,207817.08,207817.08
72.256035,71.140335,-1.1156998,1.1156998,516296.75,516224.5,516224.5,516613.97,516541.72,516541.72
334.99155,335.71927,0.72772217,0.72772217,11252371.0,11252036.0,11252036.0,11249210.0,11248875.0,11248875.0
261.673,260.7203,-0.95269775,0.95269775,6824091.5,6823830.0,6823830.0,6834783.0,6834521.5,6834521.5
222.45406,219.97128,-2.4827728,2.4827728,4893907.0,4893684.5,4893684.5,4886513.0,4886290.5,4886290.5
11.949079,12.249928,0.3008499,0.3008499,14410.977,14399.027,14399.027,14537.439,14525.49,14525.49
258.3858,262.59543,4.2096252,4.2096252,6801532.5,6801274.0,6801274.0,6774394.5,6774136.0,6774136.0
54.756382,59.331593,4.5752106,4.5752106,325420.88,325366.12,325366.12,323689.53,323634.78,323634.78
248.9811,249.38408,0.40298462,0.40298462,6202831.5,6202582.5,6202582.5,6212362.0,6212113.0,6212113.0
44.531204,45.14793,0.6167259,0.6167259,201192.03,201147.5,201147.5,202858.55,202814.02,202814.02
100.86427,100.7477,-0.11656952,0.11656952,1014825.7,1014724.8,1014724.8,1011975.2,1011874.3,1011874.3
152.8186,153.4328,0.6141968,0.6141968,2346471.5,2346318.8,2346318.8,2333577.8,2333425.0,2333425.0
109.13537,110.03289,0.897522,0.897522,1198553.1,1198444.0,1198444.0,1201793.8,1201684.6,1201684.6
236.06244,239.19902,3.1365814,3.1365814,5639726.0,5639490.0,5639490.0,5641418.5,5641182.5,5641182.5
247.7072,242.357,-5.3502045,5.3502045,6025221.5,6024974.0,6024974.0,6052485.5,6052238.0,6052238.0
215.12967,208.3118,-6.817871,6.817871,4485827.5,4485612.5,4485612.5,4516799.0,4516584.0,4516584.0
235.34381,237.96114,2.6173248,2.6173248,5602631.0,5602395.5,5602395.5,5571806.0,5571570.5,5571570.5
163.42747,164.04521,0.6177368,0.6177368,2683799.5,2683636.0,2683636.0,2682874.2,2682710.8,2682710.8
205.78252,214.26923,8.48671,8.48671,4409528.0,4409322.0,4409322.0,4429137.5,4428931.5,4428931.5
134.91652,132.70334,-2.2131805,2.2131805,1789293.8,1789158.9,1789158.9,1793841.2,1793706.4,1793706.4
237.97249,239.58249,1.6100006,1.6100006,5695687.0,5695449.0,5695449.0,5691742.0,5691504.0,5691504.0
244.41772,244.42664,0.008911133,0.008911133,5979647.0,5979402.5,5979402.5,5989427.0,5989182.5,5989182.5
156.4473,151.72823,-4.7190704,4.7190704,2384649.5,2384493.0,2384493.0,2376725.8,2376569.2,2376569.2
164.85979,166.99715,2.1373596,2.1373596,2752448.5,2752283.8,2752283.8,2760767.0,2760602.2,2760602.2
146.74794,148.47911,1.7311707,1.7311707,2184123.5,2183976.8,2183976.8,2178935.0,2178788.2,2178788.2
