E_true,E_pred_v5,Error_v5,|Error_v5|,E_pred_v6,Error_v6,|Error_v6|,E_pred_v7,Error_v7,|Error_v7|
30.254251,29.517076,-0.737175,0.737175,29.46432,-0.78993225,0.78993225,29.426819,-0.82743263,0.82743263
160.49956,167.19481,6.6952515,6.6952515,165.24722,4.7476654,4.7476654,164.90866,4.4091034,4.4091034
43.56323,47.00972,3.4464912,3.4464912,45.100067,1.5368385,1.5368385,44.892765,1.3295364,1.3295364
278.74927,267.87054,-10.878723,10.878723,269.42484,-9.324432,9.324432,269.15692,-9.592346,9.592346
185.39064,178.7242,-6.666443,6.666443,185.72632,0.3356781,0.3356781,185.50426,0.11361694,0.11361694
192.34413,196.27219,3.9280548,3.9280548,194.28058,1.9364471,1.9364471,193.93048,1.5863495,1.5863495
327.373,329.35754,1.9845581,1.9845581,331.11536,3.7423706,3.7423706,330.46063,3.0876465,3.0876465
176.29684,180.84714,4.550293,4.550293,185.15814,8.861298,8.861298,184.58829,8.291443,8.291443
299.65643,297.50748,-2.1489563,2.1489563,298.93088,-0.7255554,0.7255554,300.1973,0.54086304,0.54086304
175.33351,172.09546,-3.2380524,3.2380524,174.99425,-0.33926392,0.33926392,174.58755,-0.7459564,0.7459564
133.68939,132.49596,-1.1934357,1.1934357,133.94788,0.2584839,0.2584839,133.97992,0.29052734,0.29052734
168.97443,167.14597,-1.8284607,1.8284607,166.53975,-2.4346771,2.4346771,166.42227,-2.5521545,2.5521545
236.39034,232.18509,-4.205246,4.205246,233.82379,-2.5665436,2.5665436,233.58122,-2.8091125,2.8091125
41.030533,41.59588,0.56534576,0.56534576,41.52723,0.49669647,0.49669647,41.515457,0.48492432,0.48492432
230.14084,231.0697,0.9288635,0.9288635,229.80788,-0.33296204,0.33296204,229.52553,-0.61531067,0.61531067
68.70572,69.20206,0.4963379,0.4963379,69.39354,0.68782043,0.68782043,69.58791,0.8821945,0.8821945
18.80853,17.378885,-1.4296455,1.4296455,17.987865,-0.82066536,0.82066536,18.051216,-0.7573147,0.7573147
138.49158,138.96426,0.47268677,0.47268677,138.40442,-0.0871582,0.0871582,138.10243,-0.3891449,0.3891449
236.49913,237.21297,0.71383667,0.71383667,234.34605,-2.1530762,2.1530762,234.7203,-1.7788239,1.7788239
28.950085,30.380192,1.4301071,1.4301071,30.209288,1.259203,1.259203,29.803848,0.8537636,0.8537636
60.167534,60.009384,-0.15814972,0.15814972,59.436756,-0.73077774,0.73077774,59.525402,-0.6421318,0.6421318
320.99936,324.20755,3.208191,3.208191,325.63422,4.634857,4.634857,325.0951,4.0957336,4.0957336
159.40059,162.17555,2.7749634,2.7749634,162.27544,2.8748474,2.8748474,162.49141,3.0908203,3.0908203
343.2421,340.17978,-3.062317,3.062317,340.4828,-2.7593079,2.7593079,340.29834,-2.943756,2.943756
89.1689,89.874214,0.70531464,0.70531464,87.435555,-1.733345,1.733345,87.61264,-1.5562592,1.5562592
171.20139,167.40334,-3.79805,3.79805,169.95131,-1.2500763,1.2500763,169.79802,-1.4033661,1.4033661
107.00758,98.65114,-8.356445,8.356445,99.043,-7.9645844,7.9645844,98.72751,-8.280075,8.280075
216.16081,216.36533,0.20451355,0.20451355,217.07243,0.9116211,0.9116211,217.1026,0.9417877,0.9417877
68.39223,68.888336,0.496109,0.496109,68.85862,0.46639252,0.46639252,69.02039,0.6281662,0.6281662
288.44772,292.67685,4.229126,4.229126,291.25797,2.8102417,2.8102417,290.62418,2.1764526,2.1764526
24.582685,21.641748,-2.940937,2.940937,22.076792,-2.5058937,2.5058937,22.126371,-2.456314,2.456314
334.43735,334.92285,0.48550415,0.48550415,333.84818,-0.58917236,0.58917236,333.0278,-1.4095459,1.4095459
57.33801,60.158535,2.8205261,2.8205261,58.825912,1.4879036,1.4879036,58.88186,1.54385,1.54385
80.04723,81.42662,1.3793869,1.3793869,81.87207,1.8248367,1.8248367,81.81213,1.7649002,1.7649002
187.87354,189.71716,1.8436279,1.8436279,189.30644,1.4329071,1.4329071,188.97893,1.1053925,1.1053925
80.594124,76.342384,-4.2517395,4.2517395,77.131905,-3.4622192,3.4622192,77.11346,-3.480667,3.480667
172.11807,171.53146,-0.5866089,0.5866089,171.25525,-0.8628235,0.8628235,170.91225,-1.2058258,1.2058258
187.93864,188.88847,0.9498291,0.9498291,188.13034,0.19169617,0.19169617,187.93066,-0.007980347,0.007980347
166.88911,166.56178,-0.32733154,0.32733154,167.213,0.32388306,0.32388306,166.88951,0.00039672852,0.00039672852
241.49614,236.66254,-4.833603,4.833603,240.95398,-0.54216003,0.54216003,241.01228,-0.4838562,0.4838562
118.07329,119.30562,1.2323303,1.2323303,118.85912,0.78583527,0.78583527,118.46504,0.39175415,0.39175415
152.31403,149.05598,-3.2580414,3.2580414,150.75208,-1.5619507,1.5619507,150.64888,-1.6651459,1.6651459
207.24611,205.10912,-2.1369934,2.1369934,207.66841,0.42230225,0.42230225,207.29051,0.044403076,0.044403076
290.17722,281.24356,-8.933655,8.933655,286.57584,-3.6013794,3.6013794,286.0165,-4.1607056,4.1607056
146.27542,148.02832,1.7528992,1.7528992,149.36584,3.0904236,3.0904236,149.07506,2.7996368,2.7996368
101.79593,99.1632,-2.6327286,2.6327286,100.78494,-1.0109863,1.0109863,100.75391,-1.0420227,1.0420227
142.54913,146.9268,4.3776703,4.3776703,145.40489,2.8557587,2.8557587,145.39249,2.8433533,2.8433533
88.94413,91.1954,2.2512665,2.2512665,91.50578,2.5616531,2.5616531,91.21924,2.2751083,2.2751083
269.90646,268.32516,-1.5812988,1.5812988,271.4698,1.563324,1.563324,271.275,1.3685303,1.3685303
188.84253,191.92607,3.0835419,3.0835419,190.43019,1.5876617,1.5876617,190.07764,1.2351074,1.2351074
74.43893,73.24224,-1.1966858,1.1966858,73.689354,-0.74957275,0.74957275,73.62123,-0.8176956,0.8176956
195.50122,194.88171,-0.61950684,0.61950684,195.18382,-0.31739807,0.31739807,194.9484,-0.5528259,0.5528259
66.303276,66.31327,0.009994507,0.009994507,64.89925,-1.4040298,1.4040298,64.850746,-1.4525299,1.4525299
62.755825,61.094,-1.6618233,1.6618233,61.503544,-1.2522812,1.2522812,61.377876,-1.3779488,1.3779488
266.80975,265.05106,-1.7586975,1.7586975,265.39062,-1.4191284,1.4191284,265.159,-1.6507568,1.6507568
214.21991,216.66867,2.448761,2.448761,215.78975,1.5698395,1.5698395,215.5233,1.3033905,1.3033905
67.26518,68.98316,1.7179794,1.7179794,69.30915,2.0439682,2.0439682,68.93951,1.674324,1.674324
115.35233,111.11902,-4.2333145,4.2333145,112.95601,-2.3963242,2.3963242,112.899025,-2.453308,2.453308
194.00456,190.15767,-3.8468933,3.8468933,191.13432,-2.8702393,2.8702393,191.15816,-2.846405,2.846405
169.96832,169.47823,-0.49009705,0.49009705,169.06224,-0.90608215,0.90608215,168.74892,-1.2194061,1.2194061
168.26572,168.07149,-0.19422913,0.19422913,170.86841,2.6026917,2.6026917,170.73628,2.4705658,2.4705658
170.18576,163.90182,-6.2839355,6.2839355,164.93509,-5.2506714,5.2506714,165.65541,-4.5303497,4.5303497
61.36132,61.878666,0.5173454,0.5173454,61.162773,-0.19854736,0.19854736,61.015404,-0.34591675,0.34591675
98.25288,98.42577,0.17289734,0.17289734,95.71127,-2.541603,2.541603,95.840935,-2.4119415,2.4119415
284.04105,283.02588,-1.0151672,1.0151672,284.01788,-0.023162842,0.023162842,283.91135,-0.1296997,0.1296997
162.92775,163.19789,0.2701416,0.2701416,165.11238,2.1846313,2.1846313,165.48236,2.5546112,2.5546112
337.31183,330.59323,-6.7185974,6.7185974,336.56448,-0.747345,0.747345,336.08148,-1.2303467,1.2303467
79.73048,79.17786,-0.55261993,0.55261993,81.598076,1.8675995,1.8675995,81.602196,1.8717194,1.8717194
335.97803,339.10968,3.1316528,3.1316528,341.01596,5.0379333,5.0379333,340.39694,4.418915,4.418915
20.54639,21.592697,1.0463066,1.0463066,21.666073,1.1196823,1.1196823,21.744093,1.1977024,1.1977024
98.65726,98.75306,0.09580231,0.09580231,97.53769,-1.1195679,1.1195679,97.4566,-1.2006607,1.2006607
45.449203,45.8025,0.3532982,0.3532982,46.482048,1.0328445,1.0328445,46.50199,1.0527878,1.0527878
171.70862,173.0921,1.3834839,1.3834839,173.88934,2.180725,2.180725,173.46909,1.7604675,1.7604675
86.27478,84.7535,-1.5212784,1.5212784,85.37439,-0.9003906,0.9003906,85.36494,-0.90984344,0.90984344
300.30142,298.61426,-1.6871643,1.6871643,300.4492,0.14776611,0.14776611,301.4979,1.1964722,1.1964722
141.23247,143.98195,2.7494812,2.7494812,145.5125,4.2800293,4.2800293,145.32489,4.0924225,4.0924225
292.81015,293.78516,0.9750061,0.9750061,296.234,3.4238586,3.4238586,295.974,3.1638489,3.1638489
181.21913,181.82262,0.6034851,0.6034851,184.66649,3.4473572,3.4473572,184.49425,3.275116,3.275116
134.57603,136.15532,1.5792847,1.5792847,137.78357,3.2075348,3.2075348,137.61559,3.0395508,3.0395508
66.52533,62.38446,-4.140869,4.140869,65.10004,-1.425293,1.425293,65.11322,-1.4121094,1.4121094
23.858063,24.076021,0.21795845,0.21795845,24.019495,0.16143227,0.16143227,23.906538,0.048475266,0.048475266
281.88788,284.3195,2.43161,2.43161,284.46793,2.5800476,2.5800476,284.51593,2.6280518,2.6280518
276.05936,267.4168,-8.642548,8.642548,275.02026,-1.039093,1.039093,275.08807,-0.97128296,0.97128296
41.25099,41.475925,0.22493362,0.22493362,42.586025,1.3350334,1.3350334,42.700394,1.4494019,1.4494019
47.542786,54.128532,6.585747,6.585747,50.35931,2.8165245,2.8165245,50.166977,2.6241913,2.6241913
121.00269,115.190636,-5.8120575,5.8120575,119.28174,-1.7209549,1.7209549,119.96428,-1.038414,1.038414
269.68753,278.47522,8.787689,8.787689,276.7443,7.0567627,7.0567627,276.73227,7.044739,7.044739
232.05026,231.97726,-0.07299805,0.07299805,229.7515,-2.298767,2.298767,229.16566,-2.8845978,2.8845978
166.93741,173.17969,6.242279,6.242279,173.35327,6.415863,6.415863,173.43294,6.495529,6.495529
291.85382,297.1692,5.3153687,5.3153687,298.0723,6.2184753,6.2184753,297.67615,5.8223267,5.8223267
300.50302,304.20297,3.6999512,3.6999512,303.40894,2.9059143,2.9059143,303.0673,2.56427,2.56427
91.04682,91.22644,0.17961884,0.17961884,92.00561,0.958786,0.958786,91.8652,0.81837463,0.81837463
196.0637,195.77908,-0.2846222,0.2846222,190.54984,-5.5138702,5.5138702,190.65594,-5.4077606,5.4077606
42.28592,43.67494,1.389019,1.389019,43.92973,1.6438103,1.6438103,43.97358,1.6876602,1.6876602
170.04128,170.15872,0.1174469,0.1174469,168.6531,-1.3881683,1.3881683,168.46106,-1.5802155,1.5802155
29.064367,31.581831,2.5174637,2.5174637,31.193747,2.1293793,2.1293793,31.120174,2.055807,2.055807
84.805626,91.11441,6.3087845,6.3087845,90.03832,5.2326965,5.2326965,90.08239,5.276764,5.276764
166.68706,174.4698,7.7827454,7.7827454,171.03401,4.3469543,4.3469543,170.77179,4.084732,4.084732
67.13718,68.48683,1.3496552,1.3496552,67.62596,0.4887848,0.4887848,67.51531,0.37813568,0.37813568
273.95728,275.05606,1.0987854,1.0987854,275.01624,1.05896,1.05896,275.0526,1.0953369,1.0953369
74.20187,76.30026,2.0983887,2.0983887,76.01497,1.8130951,1.8130951,75.872475,1.6706009,1.6706009
144.89668,145.35773,0.4610443,0.4610443,143.68584,-1.210846,1.210846,143.50883,-1.3878479,1.3878479
202.30247,206.97595,4.673477,4.673477,207.70967,5.407196,5.407196,207.2858,4.983322,4.983322
287.1845,291.81888,4.634369,4.634369,289.93207,2.7475586,2.7475586,290.04166,2.8571472,2.8571472
43.75678,41.858063,-1.898716,1.898716,42.8009,-0.9558792,0.9558792,42.600677,-1.1561012,1.1561012
255.11333,252.6885,-2.42482,2.42482,253.48212,-1.6312103,1.6312103,253.3025,-1.8108215,1.8108215
24.049795,23.395452,-0.65434265,0.65434265,24.001102,-0.048692703,0.048692703,23.984665,-0.065130234,0.065130234
94.872185,97.474106,2.601921,2.601921,97.40652,2.5343323,2.5343323,97.08121,2.2090225,2.2090225
219.829,226.01796,6.188965,6.188965,222.1761,2.347107,2.347107,222.59239,2.7633972,2.7633972
87.83234,87.648674,-0.18366241,0.18366241,87.876,0.043663025,0.043663025,87.74578,-0.08655548,0.08655548
77.72896,77.91686,0.18790436,0.18790436,77.42348,-0.30548096,0.30548096,77.07912,-0.6498413,0.6498413
17.782667,19.234093,1.4514256,1.4514256,19.447886,1.6652184,1.6652184,19.400509,1.6178417,1.6178417
58.519524,57.609997,-0.9095268,0.9095268,57.053017,-1.466507,1.466507,57.08638,-1.4331436,1.4331436
34.288383,34.26917,-0.01921463,0.01921463,33.441643,-0.8467407,0.8467407,33.54855,-0.73983383,0.73983383
330.46857,330.00406,-0.46450806,0.46450806,332.28293,1.8143616,1.8143616,331.74564,1.2770691,1.2770691
48.21211,49.647858,1.435749,1.435749,48.314667,0.102558136,0.102558136,48.48094,0.26883316,0.26883316
63.669456,65.11382,1.4443665,1.4443665,65.34727,1.6778107,1.6778107,65.24981,1.5803528,1.5803528
198.34262,193.71587,-4.6267548,4.6267548,194.2374,-4.1052246,4.1052246,194.10593,-4.2366943,4.2366943
219.65604,217.97284,-1.683197,1.683197,217.65399,-2.0020447,2.0020447,217.60963,-2.046402,2.046402
247.98538,243.35861,-4.62677,4.62677,243.52776,-4.4576263,4.4576263,243.1252,-4.8601837,4.8601837
82.51684,79.16067,-3.3561707,3.3561707,77.87839,-4.6384506,4.6384506,77.7944,-4.722435,4.722435
61.654198,59.871277,-1.7829208,1.7829208,61.58716,-0.06703949,0.06703949,61.715885,0.06168747,0.06168747
216.46902,215.79222,-0.6768036,0.6768036,219.74577,3.2767487,3.2767487,219.5803,3.1112823,3.1112823
172.26074,179.08948,6.8287354,6.8287354,172.26355,0.0028076172,0.0028076172,173.05832,0.7975769,0.7975769
258.53107,251.9055,-6.6255646,6.6255646,256.79575,-1.735321,1.735321,257.15707,-1.3739929,1.3739929
307.3024,305.34775,-1.9546509,1.9546509,304.79733,-2.505066,2.505066,303.98456,-3.3178406,3.3178406
72.67538,74.015205,1.3398285,1.3398285,71.95145,-0.72393036,0.72393036,71.96555,-0.7098236,0.7098236
87.987305,89.79276,1.8054581,1.8054581,88.40251,0.4152069,0.4152069,88.24544,0.25813293,0.25813293
188.62648,184.90651,-3.7199707,3.7199707,187.50887,-1.1176147,1.1176147,187.53806,-1.0884247,1.0884247
36.863976,33.602413,-3.2615623,3.2615623,34.287125,-2.576851,2.576851,34.34082,-2.5231552,2.5231552
24.38281,23.484018,-0.89879227,0.89879227,24.715769,0.33295822,0.33295822,24.948029,0.565218,0.565218
134.63023,126.451004,-8.17923,8.17923,130.08571,-4.544525,4.544525,129.97806,-4.652176,4.652176
239.32732,238.49132,-0.83599854,0.83599854,238.30908,-1.0182343,1.0182343,237.95856,-1.3687592,1.3687592
26.965431,28.24964,1.2842083,1.2842083,28.119358,1.1539268,1.1539268,28.268188,1.3027573,1.3027573
186.53636,190.96867,4.432312,4.432312,187.35141,0.8150482,0.8150482,187.11246,0.5760956,0.5760956
347.72684,346.1561,-1.5707397,1.5707397,346.67563,-1.0512085,1.0512085,346.86218,-0.86465454,0.86465454
10.128663,11.58667,1.4580069,1.4580069,10.955526,0.8268633,0.8268633,11.110857,0.98219395,0.98219395
68.82034,66.68105,-2.1392899,2.1392899,66.944916,-1.8754272,1.8754272,67.04882,-1.7715225,1.7715225
152.86563,152.49997,-0.36566162,0.36566162,154.66414,1.7985077,1.7985077,154.82437,1.9587402,1.9587402
206.8909,203.95168,-2.9392242,2.9392242,208.35727,1.4663696,1.4663696,207.95271,1.0618134,1.0618134
86.714836,90.27387,3.5590363,3.5590363,87.3434,0.6285629,0.6285629,87.51769,0.80285645,0.80285645
300.29086,291.58487,-8.705994,8.705994,297.3232,-2.9676514,2.9676514,297.2155,-3.075348,3.075348
51.830036,50.89791,-0.9321251,0.9321251,50.946484,-0.88355255,0.88355255,51.05496,-0.7750778,0.7750778
174.20323,177.29245,3.0892181,3.0892181,177.3546,3.1513672,3.1513672,177.66222,3.4589844,3.4589844
118.40921,118.11509,-0.2941208,0.2941208,117.33608,-1.0731277,1.0731277,117.49295,-0.91625977,0.91625977
19.274256,18.981243,-0.29301262,0.29301262,20.015108,0.74085236,0.74085236,19.94608,0.6718235,0.6718235
22.777493,24.536673,1.7591801,1.7591801,23.13123,0.35373688,0.35373688,23.116756,0.33926392,0.33926392
83.32813,83.221,-0.10713196,0.10713196,83.95511,0.626976,0.626976,83.849785,0.5216522,0.5216522
218.70213,219.34119,0.63905334,0.63905334,222.42342,3.721283,3.721283,221.86462,3.1624908,3.1624908
82.63671,73.947235,-8.689476,8.689476,78.88579,-3.7509232,3.7509232,79.06928,-3.5674286,3.5674286
225.7456,227.98221,2.2366028,2.2366028,227.36653,1.6209259,1.6209259,227.13011,1.3845062,1.3845062
30.686117,32.67009,1.9839725,1.9839725,31.902353,1.2162361,1.2162361,31.692465,1.0063477,1.0063477
257.92178,259.07065,1.1488647,1.1488647,259.28824,1.3664551,1.3664551,258.86133,0.9395447,0.9395447
127.90909,123.592026,-4.3170624,4.3170624,124.0029,-3.906189,3.906189,123.658875,-4.2502136,4.2502136
100.73419,99.289085,-1.4451065,1.4451065,100.44576,-0.28842926,0.28842926,100.411766,-0.32242584,0.32242584
343.46094,341.41025,-2.0506897,2.0506897,344.5917,1.1307678,1.1307678,343.25394,-0.20700073,0.20700073
96.355736,95.148796,-1.2069397,1.2069397,95.87811,-0.477623,0.477623,95.76502,-0.5907135,0.5907135
340.74942,338.56363,-2.185791,2.185791,339.51566,-1.2337646,1.2337646,338.84732,-1.9020996,1.9020996
98.28798,95.04304,-3.2449417,3.2449417,97.36873,-0.9192505,0.9192505,97.20594,-1.0820389,1.0820389
290.96643,295.20557,4.2391357,4.2391357,292.53024,1.5638123,1.5638123,291.7253,0.7588806,0.7588806
187.83331,182.50235,-5.330963,5.330963,181.41496,-6.41835,6.41835,181.12776,-6.705551,6.705551
122.460945,123.76169,1.3007431,1.3007431,123.37683,0.9158859,0.9158859,123.53667,1.0757217,1.0757217
261.1137,263.92545,2.811737,2.811737,261.705,0.5912781,0.5912781,261.70013,0.5864258,0.5864258
51.154343,51.23925,0.08490753,0.08490753,51.77165,0.61730576,0.61730576,51.928234,0.77389145,0.77389145
268.3323,263.42615,-4.9061584,4.9061584,268.15875,-0.17355347,0.17355347,268.13617,-0.19613647,0.19613647
210.18759,204.39725,-5.790344,5.790344,203.15886,-7.0287323,7.0287323,202.91594,-7.271652,7.271652
335.91458,339.37286,3.4582825,3.4582825,339.64996,3.735382,3.735382,339.43854,3.5239563,3.5239563
