E_true,E_pred_1,Error_1,|Error_1|,E_pred_2,Error_2,|Error_2|,E_pred_3,Error_3,|Error_3|
23.243164,23.149763,-0.093400955,0.093400955,23.664074,0.42090988,0.42090988,23.582039,0.33887482,0.33887482
19.672596,19.857298,0.18470192,0.18470192,20.104368,0.43177223,0.43177223,19.903753,0.2311573,0.2311573
194.14175,197.4241,3.2823486,3.2823486,196.14415,2.0023956,2.0023956,196.0598,1.918045,1.918045
314.66702,326.23566,11.568634,11.568634,319.65927,4.9922485,4.9922485,319.55527,4.8882446,4.8882446
248.73459,248.10063,-0.6339569,0.6339569,251.067,2.3324127,2.3324127,250.77716,2.042572,2.042572
152.04904,154.0516,2.0025635,2.0025635,154.05759,2.008545,2.008545,154.28554,2.236496,2.236496
147.56827,151.07863,3.5103607,3.5103607,149.04381,1.4755402,1.4755402,148.88365,1.3153839,1.3153839
56.49359,56.948338,0.45474625,0.45474625,57.230095,0.7365036,0.7365036,57.308163,0.8145714,0.8145714
213.97363,217.62918,3.655548,3.655548,216.11913,2.1454926,2.1454926,215.88339,1.9097595,1.9097595
11.937743,12.691415,0.75367165,0.75367165,12.351902,0.41415882,0.41415882,12.457569,0.51982594,0.51982594
209.5144,200.68173,-8.832672,8.832672,213.92093,4.4065247,4.4065247,213.83041,4.3160095,4.3160095
102.70236,101.09398,-1.6083832,1.6083832,103.743866,1.0415039,1.0415039,103.62294,0.920578,0.920578
204.57332,207.75168,3.17836,3.17836,207.15695,2.5836334,2.5836334,207.35593,2.782608,2.782608
290.33377,288.17682,-2.156952,2.156952,293.5578,3.2240295,3.2240295,293.55637,3.2225952,3.2225952
93.74213,99.11464,5.372513,5.372513,94.74937,1.0072403,1.0072403,94.586105,0.8439789,0.8439789
327.3649,331.66818,4.3032837,4.3032837,331.64017,4.2752686,4.2752686,331.53354,4.16864,4.16864
170.19722,174.38216,4.1849365,4.1849365,171.88124,1.684021,1.684021,171.71492,1.5177002,1.5177002
152.04684,148.17143,-3.875412,3.875412,153.59404,1.5471954,1.5471954,153.3564,1.309555,1.309555
37.726624,42.184444,4.457821,4.457821,38.270615,0.5439911,0.5439911,38.157497,0.43087387,0.43087387
159.59422,161.0234,1.429184,1.429184,161.26093,1.6667023,1.6667023,161.13503,1.540802,1.540802
143.48979,147.3216,3.8318024,3.8318024,144.88147,1.3916779,1.3916779,144.66017,1.1703796,1.1703796
296.6225,306.14627,9.523773,9.523773,302.8756,6.253113,6.253113,304.1678,7.545288,7.545288
96.00807,94.16203,-1.8460388,1.8460388,97.03441,1.0263367,1.0263367,96.95,0.94192505,0.94192505
152.3807,152.23369,-0.14701843,0.14701843,153.84415,1.46344,1.46344,153.54445,1.1637421,1.1637421
196.6354,197.88727,1.2518616,1.2518616,198.8004,2.1649933,2.1649933,198.6456,2.0101929,2.0101929
76.4128,76.83495,0.42214966,0.42214966,77.22518,0.8123779,0.8123779,77.11608,0.7032776,0.7032776
292.722,291.29507,-1.4269104,1.4269104,295.52542,2.8034363,2.8034363,295.3091,2.5871277,2.5871277
228.64055,230.9878,2.3472443,2.3472443,231.41551,2.7749634,2.7749634,231.27245,2.631897,2.631897
131.37485,128.8289,-2.5459442,2.5459442,132.87537,1.5005188,1.5005188,132.73793,1.3630829,1.3630829
299.40543,297.35672,-2.048706,2.048706,302.20898,2.8035583,2.8035583,301.73682,2.3313904,2.3313904
247.48015,250.72133,3.2411804,3.2411804,250.35832,2.8781738,2.8781738,250.25009,2.7699432,2.7699432
284.44,291.65143,7.211426,7.211426,288.84134,4.4013367,4.4013367,288.5996,4.159607,4.159607
285.3959,281.6022,-3.7937012,3.7937012,288.06522,2.6693115,2.6693115,287.78458,2.3886719,2.3886719
292.99936,286.69577,-6.303589,6.303589,297.71674,4.7173767,4.7173767,297.7968,4.797455,4.797455
306.9471,303.1212,-3.8259277,3.8259277,311.1707,4.223572,4.223572,311.2841,4.336975,4.336975
144.36768,143.61024,-0.75743103,0.75743103,145.84262,1.4749451,1.4749451,145.64394,1.2762604,1.2762604
80.25355,77.36862,-2.8849258,2.8849258,81.09509,0.8415451,0.8415451,80.97126,0.7177124,0.7177124
206.50125,198.35754,-8.143707,8.143707,209.89206,3.390808,3.390808,210.10846,3.6072083,3.6072083
176.59216,180.79718,4.205017,4.205017,178.28766,1.6954956,1.6954956,178.08295,1.4907837,1.4907837
212.49998,216.88553,4.385544,4.385544,214.52414,2.0241547,2.0241547,214.25484,1.7548523,1.7548523
228.7966,225.43802,-3.3585815,3.3585815,231.917,3.120407,3.120407,231.98578,3.1891785,3.1891785
38.620434,42.36008,3.739647,3.739647,39.200817,0.5803833,0.5803833,39.127583,0.50714874,0.50714874
346.1156,342.1849,-3.9306946,3.9306946,350.03238,3.9167786,3.9167786,349.58673,3.4711304,3.4711304
231.2344,238.2212,6.986801,6.986801,234.2912,3.0567932,3.0567932,234.41968,3.1852722,3.1852722
173.54832,173.6,0.05168152,0.05168152,175.3,1.7516785,1.7516785,175.07112,1.5227966,1.5227966
85.45415,80.31431,-5.139839,5.139839,86.45095,0.9968033,0.9968033,86.37213,0.917984,0.917984
23.031357,24.923635,1.8922787,1.8922787,23.454205,0.42284775,0.42284775,23.452003,0.42064667,0.42064667
317.3031,319.48508,2.1819763,2.1819763,320.06226,2.7591553,2.7591553,319.50864,2.205536,2.205536
191.22003,185.15808,-6.0619507,6.0619507,193.70166,2.4816284,2.4816284,193.55609,2.3360596,2.3360596
295.22183,293.80057,-1.4212646,1.4212646,298.06314,2.8413086,2.8413086,297.7463,2.524475,2.524475
279.48135,276.74722,-2.7341309,2.7341309,282.3957,2.9143372,2.9143372,282.24777,2.7664185,2.7664185
266.27005,261.28992,-4.980133,4.980133,269.42636,3.156311,3.156311,269.40558,3.1355286,3.1355286
60.917526,55.745373,-5.1721535,5.1721535,61.721954,0.8044281,0.8044281,61.716904,0.79937744,0.79937744
64.882416,68.48772,3.605301,3.605301,65.62521,0.74279785,0.74279785,65.57763,0.6952133,0.6952133
40.079815,39.37041,-0.709404,0.709404,40.647453,0.5676384,0.5676384,40.61357,0.53375626,0.53375626
37.071037,38.524925,1.4538879,1.4538879,37.565525,0.49448776,0.49448776,37.507763,0.43672562,0.43672562
147.7891,145.29657,-2.4925232,2.4925232,150.52223,2.733139,2.733139,151.0047,3.2156067,3.2156067
128.3131,130.34126,2.0281677,2.0281677,129.60728,1.2941895,1.2941895,129.46065,1.1475525,1.1475525
172.57137,173.78554,1.2141724,1.2141724,174.51817,1.9468079,1.9468079,174.40459,1.8332214,1.8332214
315.4686,317.22018,1.7515869,1.7515869,318.8859,3.4172974,3.4172974,318.59207,3.1234741,3.1234741
321.03064,315.9122,-5.1184387,5.1184387,324.28262,3.2519836,3.2519836,323.9915,2.960846,2.960846
147.00723,145.86807,-1.1391602,1.1391602,148.46129,1.4540558,1.4540558,148.27142,1.2641907,1.2641907
26.885288,30.183237,3.2979488,3.2979488,27.266882,0.3815937,0.3815937,27.317698,0.4324093,0.4324093
166.14246,169.97038,3.8279266,3.8279266,167.82014,1.6776886,1.6776886,167.66176,1.5193024,1.5193024
317.95947,316.38477,-1.574707,1.574707,321.5236,3.5641174,3.5641174,321.30524,3.3457642,3.3457642
331.6031,330.40512,-1.1979675,1.1979675,334.5012,2.8981018,2.8981018,334.40063,2.7975464,2.7975464
51.23366,49.04052,-2.193142,2.193142,51.873238,0.63957596,0.63957596,51.811897,0.5782356,0.5782356
295.28363,293.0939,-2.1897278,2.1897278,298.56387,3.280243,3.280243,298.4523,3.1686707,3.1686707
276.81158,272.0755,-4.736084,4.736084,279.41486,2.6032715,2.6032715,279.0779,2.266327,2.266327
267.29745,267.0918,-0.20565796,0.20565796,269.77356,2.4761047,2.4761047,269.4096,2.112152,2.112152
113.3327,108.98714,-4.345566,4.345566,114.62841,1.2957077,1.2957077,114.56487,1.2321701,1.2321701
335.09436,339.22128,4.1269226,4.1269226,338.1628,3.068451,3.068451,337.83163,2.7372742,2.7372742
292.88654,286.43945,-6.4470825,6.4470825,295.6627,2.7761536,2.7761536,295.277,2.3904724,2.3904724
274.43768,283.4744,9.036713,9.036713,277.8128,3.375122,3.375122,277.76746,3.329773,3.329773
74.264015,73.484566,-0.77944946,0.77944946,75.12855,0.8645325,0.8645325,75.19501,0.9309921,0.9309921
71.83243,72.669235,0.83680725,0.83680725,72.601395,0.7689667,0.7689667,72.684265,0.85183716,0.85183716
255.40948,252.77895,-2.630539,2.630539,258.71356,3.3040771,3.3040771,258.56656,3.157074,3.157074
180.91516,181.09972,0.18455505,0.18455505,182.7103,1.7951355,1.7951355,182.7304,1.8152313,1.8152313
335.91714,337.70694,1.7897949,1.7897949,338.51392,2.5967712,2.5967712,337.76102,1.8438721,1.8438721
235.24591,240.35818,5.112274,5.112274,237.83556,2.5896454,2.5896454,237.64929,2.4033813,2.4033813
203.01974,206.57625,3.5565033,3.5565033,205.45813,2.438385,2.438385,205.39462,2.374878,2.374878
127.39633,128.42148,1.0251465,1.0251465,129.10764,1.7113037,1.7113037,129.1543,1.7579651,1.7579651
237.6289,234.17982,-3.4490814,3.4490814,241.69054,4.0616302,4.0616302,241.7747,4.1457977,4.1457977
35.892834,36.936993,1.0441589,1.0441589,36.408237,0.51540375,0.51540375,36.49499,0.6021576,0.6021576
25.571775,25.431665,-0.14011002,0.14011002,25.977592,0.40581703,0.40581703,26.037563,0.4657879,0.4657879
207.34787,208.27376,0.92588806,0.92588806,209.31299,1.9651184,1.9651184,208.97667,1.6287994,1.6287994
306.3549,304.1842,-2.1706848,2.1706848,310.48465,4.1297607,4.1297607,310.1614,3.8065186,3.8065186
235.4051,241.6304,6.225296,6.225296,237.67772,2.2726135,2.2726135,237.50081,2.0957031,2.0957031
24.367224,24.531244,0.16402054,0.16402054,24.787405,0.42018127,0.42018127,24.787304,0.42008018,0.42008018
284.15887,285.6429,1.4840393,1.4840393,286.92615,2.767273,2.767273,286.57797,2.419098,2.419098
106.925316,111.46586,4.5405426,4.5405426,107.99447,1.0691528,1.0691528,107.79715,0.8718338,0.8718338
152.39676,153.90987,1.5131073,1.5131073,153.916,1.5192413,1.5192413,153.70876,1.3119965,1.3119965
158.13278,154.40852,-3.7242584,3.7242584,159.71758,1.5847931,1.5847931,159.59003,1.4572449,1.4572449
304.98892,307.17892,2.1900024,2.1900024,309.80273,4.8138123,4.8138123,310.08514,5.096222,5.096222
65.94521,64.46716,-1.4780502,1.4780502,66.74709,0.8018799,0.8018799,66.74573,0.8005142,0.8005142
199.41171,195.93294,-3.478775,3.478775,201.65244,2.2407227,2.2407227,201.62158,2.2098694,2.2098694
51.101513,52.586586,1.4850731,1.4850731,51.735435,0.6339226,0.6339226,51.538185,0.4366722,0.4366722
299.24994,300.80615,1.5562134,1.5562134,304.67828,5.4283447,5.4283447,305.01346,5.7635193,5.7635193
222.40602,221.52649,-0.87953186,0.87953186,224.8087,2.4026794,2.4026794,224.62102,2.2149963,2.2149963
22.323238,21.02237,-1.300869,1.300869,22.766964,0.4437256,0.4437256,22.792263,0.46902466,0.46902466
115.6454,115.765144,0.11974335,0.11974335,116.87488,1.2294769,1.2294769,116.71188,1.0664825,1.0664825
34.395237,34.67524,0.2800026,0.2800026,34.9133,0.5180626,0.5180626,34.85342,0.4581833,0.4581833
114.64046,114.0821,-0.55835724,0.55835724,116.217964,1.577507,1.577507,116.307465,1.6670074,1.6670074
113.72922,112.17644,-1.5527802,1.5527802,114.93107,1.2018509,1.2018509,114.82101,1.0917892,1.0917892
263.76685,266.07755,2.3106995,2.3106995,266.31137,2.5445251,2.5445251,266.06064,2.2937927,2.2937927
181.05339,179.95348,-1.0999146,1.0999146,182.87596,1.8225708,1.8225708,182.76546,1.7120667,1.7120667
227.71883,230.38506,2.6662292,2.6662292,230.12273,2.4039001,2.4039001,229.93927,2.2204437,2.2204437
159.2406,161.50238,2.2617798,2.2617798,160.95013,1.7095337,1.7095337,160.75449,1.5138855,1.5138855
119.5775,124.27632,4.698822,4.698822,120.777794,1.2002945,1.2002945,120.55994,0.98243713,0.98243713
120.76303,120.65777,-0.10526276,0.10526276,122.557686,1.7946548,1.7946548,122.546875,1.783844,1.783844
157.23999,160.79947,3.5594788,3.5594788,159.27797,2.0379791,2.0379791,159.49188,2.251892,2.251892
198.03606,188.17723,-9.858826,9.858826,200.01672,1.9806671,1.9806671,199.69507,1.6590118,1.6590118
126.80487,129.9398,3.1349335,3.1349335,128.07777,1.2729034,1.2729034,127.76811,0.9632416,0.9632416
286.7383,279.67987,-7.058441,7.058441,290.15784,3.4195251,3.4195251,290.30197,3.5636597,3.5636597
46.60632,45.63234,-0.97397995,0.97397995,47.164265,0.55794525,0.55794525,47.097218,0.49089813,0.49089813
72.256035,71.6944,-0.5616379,0.5616379,73.081665,0.8256302,0.8256302,73.12472,0.86868286,0.86868286
334.99155,335.39694,0.4053955,0.4053955,339.11096,4.1194153,4.1194153,338.63754,3.645996,3.645996
261.673,264.92395,3.250946,3.250946,264.37033,2.6973267,2.6973267,264.2186,2.5455933,2.5455933
222.45406,220.35425,-2.0998077,2.0998077,224.6728,2.21875,2.21875,224.32521,1.8711548,1.8711548
11.949079,13.040178,1.0910997,1.0910997,12.369169,0.42009068,0.42009068,12.317055,0.3679762,0.3679762
258.3858,264.9149,6.5290833,6.5290833,261.08383,2.6980286,2.6980286,260.84583,2.460022,2.460022
54.756382,59.92354,5.167156,5.167156,55.374763,0.6183815,0.6183815,55.23252,0.47613907,0.47613907
248.9811,246.82271,-2.1583862,2.1583862,251.84616,2.8650665,2.8650665,251.84387,2.8627777,2.8627777
44.531204,46.888462,2.3572578,2.3572578,45.085392,0.5541878,0.5541878,45.021095,0.48989105,0.48989105
100.86427,99.59553,-1.2687454,1.2687454,101.901505,1.0372314,1.0372314,101.77372,0.9094467,0.9094467
152.8186,155.36293,2.5443268,2.5443268,154.35057,1.5319672,1.5319672,154.08795,1.2693481,1.2693481
109.13537,109.82829,0.6929245,0.6929245,110.319374,1.1840057,1.1840057,110.27572,1.1403503,1.1403503
236.06244,240.50429,4.4418488,4.4418488,238.67567,2.6132355,2.6132355,238.56236,2.4999237,2.4999237
247.7072,241.635,-6.0722046,6.0722046,250.33232,2.625122,2.625122,250.13235,2.4251556,2.4251556
215.12967,209.92636,-5.203308,5.203308,217.65518,2.5255127,2.5255127,217.69185,2.5621796,2.5621796
235.34381,238.08954,2.7457275,2.7457275,237.53162,2.1878052,2.1878052,237.2639,1.9200897,1.9200897
163.42747,167.10228,3.6748047,3.6748047,165.74326,2.3157806,2.3157806,165.94728,2.519806,2.519806
205.78252,215.19028,9.407761,9.407761,208.26366,2.4811401,2.4811401,208.09601,2.3134918,2.3134918
134.91652,130.7609,-4.1556244,4.1556244,136.64587,1.7293549,1.7293549,136.604,1.6874847,1.6874847
237.97249,239.40346,1.4309692,1.4309692,240.24472,2.272232,2.272232,239.88306,1.9105682,1.9105682
244.41772,245.84186,1.4241333,1.4241333,246.85869,2.4409637,2.4409637,246.61598,2.1982574,2.1982574
156.4473,150.94217,-5.505127,5.505127,157.9362,1.4889069,1.4889069,157.66823,1.220932,1.220932
164.85979,166.18822,1.3284302,1.3284302,166.56482,1.7050323,1.7050323,166.3791,1.5193176,1.5193176
146.74794,144.76785,-1.9800873,1.9800873,148.73227,1.9843292,1.9843292,148.96121,2.213272,2.213272
293.46945,292.25604,-1.2134094,1.2134094,296.2281,2.7586365,2.7586365,295.84515,2.375702,2.375702
147.56252,152.78456,5.222046,5.222046,149.2184,1.6558838,1.6558838,149.25992,1.697403,1.697403
181.1769,181.9767,0.7998047,0.7998047,183.07263,1.8957367,1.8957367,182.92055,1.7436523,1.7436523
275.6241,285.01187,9.387756,9.387756,278.6541,3.0299988,3.0299988,278.427,2.802887,2.802887
147.20122,147.87755,0.67633057,0.67633057,148.81982,1.6186066,1.6186066,148.6979,1.4966888,1.4966888
163.24257,158.48125,-4.761322,4.761322,165.32515,2.0825806,2.0825806,165.51083,2.2682648,2.2682648
144.27165,145.38774,1.1160889,1.1160889,145.79535,1.5236969,1.5236969,145.83891,1.5672607,1.5672607
